level,parameter,category,output_variable,sensitivity_score,p_value,ci_lower,ci_upper,n_samples,elasticity,param_change,output_change,building_id,object_type,object_name,field_name,zone_name,interaction_type,avg_zone_param_change,avg_output_change,significance,confidence_level,time_slice,analysis_type
zone,site_location*Site:Location*Amsterdam_Netherlands*elevation,site_location,Zone Air System Sensible Heating Energy,0.00683710311148059,0.05,0,0,1,0.00683710311148059,-5499.032990411847,-37.597455568879255,4136733,Site:Location,Amsterdam_Netherlands,elevation,ZONE1_FRONTPERIMETER,,,,,low,peak_months,modification
zone,site_location*Site:Location*Amsterdam_Netherlands*elevation,site_location,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,-5499.032990411847,,4136733,Site:Location,Amsterdam_Netherlands,elevation,ZONE1_FRONTPERIMETER,,,,,low,peak_months,modification
zone,ventilation*DESIGNSPECIFICATION:OUTDOORAIR*DSOA_Global*outdoor_air_flow_per_person,ventilation,Zone Air System Sensible Heating Energy,6.337856795896792,0.05,0,0,1,-6.337856795896792,5.932203389830505,-37.597455568879255,4136733,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Global,outdoor_air_flow_per_person,ZONE1_FRONTPERIMETER,,,,,low,peak_months,modification
zone,ventilation*DESIGNSPECIFICATION:OUTDOORAIR*DSOA_Global*outdoor_air_flow_per_person,ventilation,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,5.932203389830505,,4136733,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Global,outdoor_air_flow_per_person,ZONE1_FRONTPERIMETER,,,,,low,peak_months,modification
zone,ventilation*DESIGNSPECIFICATION:OUTDOORAIR*DSOA_Global*outdoor_air_flow_per_zone_area,ventilation,Zone Air System Sensible Heating Energy,10.0,0.05,0,0,1,22.934447897016287,-1.6393442622950862,-37.597455568879255,4136733,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Global,outdoor_air_flow_per_zone_area,ZONE1_FRONTPERIMETER,,,,,low,peak_months,modification
zone,ventilation*DESIGNSPECIFICATION:OUTDOORAIR*DSOA_Global*outdoor_air_flow_per_zone_area,ventilation,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,-1.6393442622950862,,4136733,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Global,outdoor_air_flow_per_zone_area,ZONE1_FRONTPERIMETER,,,,,low,peak_months,modification
zone,dhw*WATERHEATER:MIXED*MyDHW_0_WaterHeater*heater_efficiency,dhw,Zone Air System Sensible Heating Energy,3.5399683903090313,0.05,0,0,1,-3.5399683903090313,9.999999999999996,-35.3996839030903,4136733,WATERHEATER:MIXED,MyDHW_0_WaterHeater,heater_efficiency,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,dhw*WATERHEATER:MIXED*MyDHW_0_WaterHeater*heater_efficiency,dhw,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,9.999999999999996,,4136733,WATERHEATER:MIXED,MyDHW_0_WaterHeater,heater_efficiency,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,dhw*WATERHEATER:MIXED*MyDHW_0_WaterHeater*off_cycle_loss_coefficient,dhw,Zone Air System Sensible Heating Energy,1.2491580188560711,0.05,0,0,1,1.2491580188560711,-28.338835734735873,-35.3996839030903,4136733,WATERHEATER:MIXED,MyDHW_0_WaterHeater,off_cycle_loss_coefficient,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,dhw*WATERHEATER:MIXED*MyDHW_0_WaterHeater*off_cycle_loss_coefficient,dhw,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,-28.338835734735873,,4136733,WATERHEATER:MIXED,MyDHW_0_WaterHeater,off_cycle_loss_coefficient,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,equipment*ELECTRICEQUIPMENT*Equip_ALL_ZONES*watts_per_area,equipment,Zone Air System Sensible Heating Energy,1.06197878914365,0.05,0,0,1,1.06197878914365,-33.333701449570015,-35.3996839030903,4136733,ELECTRICEQUIPMENT,Equip_ALL_ZONES,watts_per_area,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,equipment*ELECTRICEQUIPMENT*Equip_ALL_ZONES*watts_per_area,equipment,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,-33.333701449570015,,4136733,ELECTRICEQUIPMENT,Equip_ALL_ZONES,watts_per_area,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,geometry*FENESTRATIONSURFACE:DETAILED*Zone1_FrontPerimeter_Wall_0 window*window_multiplier,geometry,Zone Air System Sensible Heating Energy,1.9467080644870032,0.05,0,0,1,-1.9467080644870032,18.184382419157867,-35.3996839030903,4136733,FENESTRATIONSURFACE:DETAILED,Zone1_FrontPerimeter_Wall_0 window,window_multiplier,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,geometry*FENESTRATIONSURFACE:DETAILED*Zone1_FrontPerimeter_Wall_0 window*window_multiplier,geometry,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,18.184382419157867,,4136733,FENESTRATIONSURFACE:DETAILED,Zone1_FrontPerimeter_Wall_0 window,window_multiplier,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,geometry*FENESTRATIONSURFACE:DETAILED*Zone1_LeftPerimeter_Wall_0 window*window_multiplier,geometry,Zone Air System Sensible Heating Energy,2.969095830527103,0.05,0,0,1,-2.969095830527103,11.92271517110507,-35.3996839030903,4136733,FENESTRATIONSURFACE:DETAILED,Zone1_LeftPerimeter_Wall_0 window,window_multiplier,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,geometry*FENESTRATIONSURFACE:DETAILED*Zone1_LeftPerimeter_Wall_0 window*window_multiplier,geometry,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,11.92271517110507,,4136733,FENESTRATIONSURFACE:DETAILED,Zone1_LeftPerimeter_Wall_0 window,window_multiplier,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,geometry*FENESTRATIONSURFACE:DETAILED*Zone1_RearPerimeter_Wall_0 window*window_multiplier,geometry,Zone Air System Sensible Heating Energy,2.182391864132075,0.05,0,0,1,-2.182391864132075,16.220590117150454,-35.3996839030903,4136733,FENESTRATIONSURFACE:DETAILED,Zone1_RearPerimeter_Wall_0 window,window_multiplier,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,geometry*FENESTRATIONSURFACE:DETAILED*Zone1_RearPerimeter_Wall_0 window*window_multiplier,geometry,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,16.220590117150454,,4136733,FENESTRATIONSURFACE:DETAILED,Zone1_RearPerimeter_Wall_0 window,window_multiplier,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,geometry*FENESTRATIONSURFACE:DETAILED*Zone2_FrontPerimeter_Wall_0 window*window_multiplier,geometry,Zone Air System Sensible Heating Energy,2.7657786095747348,0.05,0,0,1,-2.7657786095747348,12.799174807608098,-35.3996839030903,4136733,FENESTRATIONSURFACE:DETAILED,Zone2_FrontPerimeter_Wall_0 window,window_multiplier,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,geometry*FENESTRATIONSURFACE:DETAILED*Zone2_FrontPerimeter_Wall_0 window*window_multiplier,geometry,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,12.799174807608098,,4136733,FENESTRATIONSURFACE:DETAILED,Zone2_FrontPerimeter_Wall_0 window,window_multiplier,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,geometry*FENESTRATIONSURFACE:DETAILED*Zone2_LeftPerimeter_Wall_0 window*window_multiplier,geometry,Zone Air System Sensible Heating Energy,2.479850267542742,0.05,0,0,1,-2.479850267542742,14.274927952874945,-35.3996839030903,4136733,FENESTRATIONSURFACE:DETAILED,Zone2_LeftPerimeter_Wall_0 window,window_multiplier,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,geometry*FENESTRATIONSURFACE:DETAILED*Zone2_LeftPerimeter_Wall_0 window*window_multiplier,geometry,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,14.274927952874945,,4136733,FENESTRATIONSURFACE:DETAILED,Zone2_LeftPerimeter_Wall_0 window,window_multiplier,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,geometry*FENESTRATIONSURFACE:DETAILED*Zone2_RearPerimeter_Wall_0 window*window_multiplier,geometry,Zone Air System Sensible Heating Energy,2.4385866689683056,0.05,0,0,1,-2.4385866689683056,14.516475610057718,-35.3996839030903,4136733,FENESTRATIONSURFACE:DETAILED,Zone2_RearPerimeter_Wall_0 window,window_multiplier,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,geometry*FENESTRATIONSURFACE:DETAILED*Zone2_RearPerimeter_Wall_0 window*window_multiplier,geometry,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,14.516475610057718,,4136733,FENESTRATIONSURFACE:DETAILED,Zone2_RearPerimeter_Wall_0 window,window_multiplier,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,lighting*LIGHTS*Lights_ALL_ZONES*fraction_radiant,lighting,Zone Air System Sensible Heating Energy,0.353996839030903,0.05,0,0,1,-0.353996839030903,100.0,-35.3996839030903,4136733,LIGHTS,Lights_ALL_ZONES,fraction_radiant,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,lighting*LIGHTS*Lights_ALL_ZONES*fraction_radiant,lighting,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,100.0,,4136733,LIGHTS,Lights_ALL_ZONES,fraction_radiant,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,lighting*LIGHTS*Lights_ALL_ZONES*fraction_visible,lighting,Zone Air System Sensible Heating Energy,0.353996839030903,0.05,0,0,1,-0.353996839030903,100.0,-35.3996839030903,4136733,LIGHTS,Lights_ALL_ZONES,fraction_visible,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,lighting*LIGHTS*Lights_ALL_ZONES*fraction_visible,lighting,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,100.0,,4136733,LIGHTS,Lights_ALL_ZONES,fraction_visible,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,lighting*LIGHTS*Lights_ALL_ZONES*return_air_fraction,lighting,Zone Air System Sensible Heating Energy,1.1327898848988895,0.05,0,0,1,1.1327898848988895,-31.25,-35.3996839030903,4136733,LIGHTS,Lights_ALL_ZONES,return_air_fraction,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,lighting*LIGHTS*Lights_ALL_ZONES*return_air_fraction,lighting,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,-31.25,,4136733,LIGHTS,Lights_ALL_ZONES,return_air_fraction,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,materials*MATERIAL*Concrete_200mm*conductivity,materials,Zone Air System Sensible Heating Energy,1.161193206458809,0.05,0,0,1,1.161193206458809,-30.4856105824505,-35.3996839030903,4136733,MATERIAL,Concrete_200mm,conductivity,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,materials*MATERIAL*Concrete_200mm*conductivity,materials,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,-30.4856105824505,,4136733,MATERIAL,Concrete_200mm,conductivity,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,materials*MATERIAL*Concrete_200mm*thickness,materials,Zone Air System Sensible Heating Energy,1.037903263118126,0.05,0,0,1,-1.037903263118126,34.10692032775832,-35.3996839030903,4136733,MATERIAL,Concrete_200mm,thickness,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,materials*MATERIAL*Concrete_200mm*thickness,materials,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,34.10692032775832,,4136733,MATERIAL,Concrete_200mm,thickness,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,materials*MATERIAL:NOMASS*Door_U3.4*thermal_resistance,materials,Zone Air System Sensible Heating Energy,0.447093869694829,0.05,0,0,1,-0.447093869694829,79.17729654234113,-35.3996839030903,4136733,MATERIAL:NOMASS,Door_U3.4,thermal_resistance,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,materials*MATERIAL:NOMASS*Door_U3.4*thermal_resistance,materials,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,79.17729654234113,,4136733,MATERIAL:NOMASS,Door_U3.4,thermal_resistance,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,materials*MATERIAL:NOMASS*GroundFloor_R2.5*thermal_resistance,materials,Zone Air System Sensible Heating Energy,0.5201164671647746,0.05,0,0,1,-0.5201164671647746,68.06107119826216,-35.3996839030903,4136733,MATERIAL:NOMASS,GroundFloor_R2.5,thermal_resistance,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,materials*MATERIAL:NOMASS*GroundFloor_R2.5*thermal_resistance,materials,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,68.06107119826216,,4136733,MATERIAL:NOMASS,GroundFloor_R2.5,thermal_resistance,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,materials*MATERIAL:NOMASS*InteriorWall_Generic_R0.5*thermal_resistance,materials,Zone Air System Sensible Heating Energy,0.5037201861470265,0.05,0,0,1,-0.5037201861470265,70.2764845972597,-35.3996839030903,4136733,MATERIAL:NOMASS,InteriorWall_Generic_R0.5,thermal_resistance,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,materials*MATERIAL:NOMASS*InteriorWall_Generic_R0.5*thermal_resistance,materials,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,70.2764845972597,,4136733,MATERIAL:NOMASS,InteriorWall_Generic_R0.5,thermal_resistance,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,materials*MATERIAL:NOMASS*InternalFloor_Generic_R1.0*thermal_resistance,materials,Zone Air System Sensible Heating Energy,0.4580654196993198,0.05,0,0,1,-0.4580654196993198,77.28084762723874,-35.3996839030903,4136733,MATERIAL:NOMASS,InternalFloor_Generic_R1.0,thermal_resistance,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,materials*MATERIAL:NOMASS*InternalFloor_Generic_R1.0*thermal_resistance,materials,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,77.28084762723874,,4136733,MATERIAL:NOMASS,InternalFloor_Generic_R1.0,thermal_resistance,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,materials*MATERIAL:NOMASS*Roof_R2.5*thermal_resistance,materials,Zone Air System Sensible Heating Energy,0.4737042615664515,0.05,0,0,1,-0.4737042615664515,74.72950271975633,-35.3996839030903,4136733,MATERIAL:NOMASS,Roof_R2.5,thermal_resistance,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,materials*MATERIAL:NOMASS*Roof_R2.5*thermal_resistance,materials,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,74.72950271975633,,4136733,MATERIAL:NOMASS,Roof_R2.5,thermal_resistance,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,shading*WINDOWSHADINGCONTROL*ShadingCtrl_Zone1_FrontPerimeter_Wall_0_window*shading_setpoint,shading,Zone Air System Sensible Heating Energy,10.0,0.05,0,0,1,-23.18239366097875,1.5270072806448813,-35.3996839030903,4136733,WINDOWSHADINGCONTROL,ShadingCtrl_Zone1_FrontPerimeter_Wall_0_window,shading_setpoint,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,shading*WINDOWSHADINGCONTROL*ShadingCtrl_Zone1_FrontPerimeter_Wall_0_window*shading_setpoint,shading,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,1.5270072806448813,,4136733,WINDOWSHADINGCONTROL,ShadingCtrl_Zone1_FrontPerimeter_Wall_0_window,shading_setpoint,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,shading*WINDOWSHADINGCONTROL*ShadingCtrl_Zone1_LeftPerimeter_Wall_0_window*shading_setpoint,shading,Zone Air System Sensible Heating Energy,10.0,0.05,0,0,1,29.369569055319896,-1.2053184653956688,-35.3996839030903,4136733,WINDOWSHADINGCONTROL,ShadingCtrl_Zone1_LeftPerimeter_Wall_0_window,shading_setpoint,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,shading*WINDOWSHADINGCONTROL*ShadingCtrl_Zone1_LeftPerimeter_Wall_0_window*shading_setpoint,shading,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,-1.2053184653956688,,4136733,WINDOWSHADINGCONTROL,ShadingCtrl_Zone1_LeftPerimeter_Wall_0_window,shading_setpoint,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,shading*WINDOWSHADINGCONTROL*ShadingCtrl_Zone1_RearPerimeter_Wall_0_window*shading_setpoint,shading,Zone Air System Sensible Heating Energy,10.0,0.05,0,0,1,14.96178000851044,-2.366007512672592,-35.3996839030903,4136733,WINDOWSHADINGCONTROL,ShadingCtrl_Zone1_RearPerimeter_Wall_0_window,shading_setpoint,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,shading*WINDOWSHADINGCONTROL*ShadingCtrl_Zone1_RearPerimeter_Wall_0_window*shading_setpoint,shading,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,-2.366007512672592,,4136733,WINDOWSHADINGCONTROL,ShadingCtrl_Zone1_RearPerimeter_Wall_0_window,shading_setpoint,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,shading*WINDOWSHADINGCONTROL*ShadingCtrl_Zone2_FrontPerimeter_Wall_0_window*shading_setpoint,shading,Zone Air System Sensible Heating Energy,6.951948047133551,0.05,0,0,1,-6.951948047133551,5.0920524237355895,-35.3996839030903,4136733,WINDOWSHADINGCONTROL,ShadingCtrl_Zone2_FrontPerimeter_Wall_0_window,shading_setpoint,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,shading*WINDOWSHADINGCONTROL*ShadingCtrl_Zone2_FrontPerimeter_Wall_0_window*shading_setpoint,shading,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,5.0920524237355895,,4136733,WINDOWSHADINGCONTROL,ShadingCtrl_Zone2_FrontPerimeter_Wall_0_window,shading_setpoint,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,shading*WINDOWSHADINGCONTROL*ShadingCtrl_Zone2_LeftPerimeter_Wall_0_window*shading_setpoint,shading,Zone Air System Sensible Heating Energy,8.37383408235093,0.05,0,0,1,-8.37383408235093,4.2274164444815385,-35.3996839030903,4136733,WINDOWSHADINGCONTROL,ShadingCtrl_Zone2_LeftPerimeter_Wall_0_window,shading_setpoint,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,shading*WINDOWSHADINGCONTROL*ShadingCtrl_Zone2_LeftPerimeter_Wall_0_window*shading_setpoint,shading,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,4.2274164444815385,,4136733,WINDOWSHADINGCONTROL,ShadingCtrl_Zone2_LeftPerimeter_Wall_0_window,shading_setpoint,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,shading*WINDOWSHADINGCONTROL*ShadingCtrl_Zone2_RearPerimeter_Wall_0_window*shading_setpoint,shading,Zone Air System Sensible Heating Energy,9.680388451589176,0.05,0,0,1,9.680388451589176,-3.65684539211636,-35.3996839030903,4136733,WINDOWSHADINGCONTROL,ShadingCtrl_Zone2_RearPerimeter_Wall_0_window,shading_setpoint,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,shading*WINDOWSHADINGCONTROL*ShadingCtrl_Zone2_RearPerimeter_Wall_0_window*shading_setpoint,shading,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,-3.65684539211636,,4136733,WINDOWSHADINGCONTROL,ShadingCtrl_Zone2_RearPerimeter_Wall_0_window,shading_setpoint,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,simulation_control*Timestep*4*timesteps_per_hour,simulation_control,Zone Air System Sensible Heating Energy,0.707993678061806,0.05,0,0,1,-0.707993678061806,50.0,-35.3996839030903,4136733,Timestep,4,timesteps_per_hour,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,simulation_control*Timestep*4*timesteps_per_hour,simulation_control,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,50.0,,4136733,Timestep,4,timesteps_per_hour,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,site_location*SITE:GROUNDTEMPERATURE:BUILDINGSURFACE*2.6394267984578836*ground_temp_april,site_location,Zone Air System Sensible Heating Energy,1.3172404955772878,0.05,0,0,1,-1.3172404955772878,26.87412361064423,-35.3996839030903,4136733,SITE:GROUNDTEMPERATURE:BUILDINGSURFACE,2.6394267984578836,ground_temp_april,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,site_location*SITE:GROUNDTEMPERATURE:BUILDINGSURFACE*2.6394267984578836*ground_temp_april,site_location,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,26.87412361064423,,4136733,SITE:GROUNDTEMPERATURE:BUILDINGSURFACE,2.6394267984578836,ground_temp_april,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,site_location*SITE:GROUNDTEMPERATURE:BUILDINGSURFACE*2.6394267984578836*ground_temp_august,site_location,Zone Air System Sensible Heating Energy,3.080267886163066,0.05,0,0,1,-3.080267886163066,11.49240430097328,-35.3996839030903,4136733,SITE:GROUNDTEMPERATURE:BUILDINGSURFACE,2.6394267984578836,ground_temp_august,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,site_location*SITE:GROUNDTEMPERATURE:BUILDINGSURFACE*2.6394267984578836*ground_temp_august,site_location,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,11.49240430097328,,4136733,SITE:GROUNDTEMPERATURE:BUILDINGSURFACE,2.6394267984578836,ground_temp_august,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,site_location*SITE:GROUNDTEMPERATURE:BUILDINGSURFACE*2.6394267984578836*ground_temp_december,site_location,Zone Air System Sensible Heating Energy,0.6990012730974294,0.05,0,0,1,-0.6990012730974294,50.64323237385028,-35.3996839030903,4136733,SITE:GROUNDTEMPERATURE:BUILDINGSURFACE,2.6394267984578836,ground_temp_december,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,site_location*SITE:GROUNDTEMPERATURE:BUILDINGSURFACE*2.6394267984578836*ground_temp_december,site_location,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,50.64323237385028,,4136733,SITE:GROUNDTEMPERATURE:BUILDINGSURFACE,2.6394267984578836,ground_temp_december,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,site_location*SITE:GROUNDTEMPERATURE:BUILDINGSURFACE*2.6394267984578836*ground_temp_february,site_location,Zone Air System Sensible Heating Energy,0.6165312189622854,0.05,0,0,1,-0.6165312189622854,57.417504279302,-35.3996839030903,4136733,SITE:GROUNDTEMPERATURE:BUILDINGSURFACE,2.6394267984578836,ground_temp_february,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,site_location*SITE:GROUNDTEMPERATURE:BUILDINGSURFACE*2.6394267984578836*ground_temp_february,site_location,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,57.417504279302,,4136733,SITE:GROUNDTEMPERATURE:BUILDINGSURFACE,2.6394267984578836,ground_temp_february,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,site_location*SITE:GROUNDTEMPERATURE:BUILDINGSURFACE*2.6394267984578836*ground_temp_january,site_location,Zone Air System Sensible Heating Energy,0.4600089329094582,0.05,0,0,1,-0.4600089329094582,76.95434016725471,-35.3996839030903,4136733,SITE:GROUNDTEMPERATURE:BUILDINGSURFACE,2.6394267984578836,ground_temp_january,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,site_location*SITE:GROUNDTEMPERATURE:BUILDINGSURFACE*2.6394267984578836*ground_temp_january,site_location,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,76.95434016725471,,4136733,SITE:GROUNDTEMPERATURE:BUILDINGSURFACE,2.6394267984578836,ground_temp_january,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,site_location*SITE:GROUNDTEMPERATURE:BUILDINGSURFACE*2.6394267984578836*ground_temp_july,site_location,Zone Air System Sensible Heating Energy,3.2738066485937143,0.05,0,0,1,-3.2738066485937143,10.813003852349214,-35.3996839030903,4136733,SITE:GROUNDTEMPERATURE:BUILDINGSURFACE,2.6394267984578836,ground_temp_july,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,site_location*SITE:GROUNDTEMPERATURE:BUILDINGSURFACE*2.6394267984578836*ground_temp_july,site_location,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,10.813003852349214,,4136733,SITE:GROUNDTEMPERATURE:BUILDINGSURFACE,2.6394267984578836,ground_temp_july,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,site_location*SITE:GROUNDTEMPERATURE:BUILDINGSURFACE*2.6394267984578836*ground_temp_june,site_location,Zone Air System Sensible Heating Energy,2.819334210577133,0.05,0,0,1,-2.819334210577133,12.55604382420621,-35.3996839030903,4136733,SITE:GROUNDTEMPERATURE:BUILDINGSURFACE,2.6394267984578836,ground_temp_june,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,site_location*SITE:GROUNDTEMPERATURE:BUILDINGSURFACE*2.6394267984578836*ground_temp_june,site_location,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,12.55604382420621,,4136733,SITE:GROUNDTEMPERATURE:BUILDINGSURFACE,2.6394267984578836,ground_temp_june,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,site_location*SITE:GROUNDTEMPERATURE:BUILDINGSURFACE*2.6394267984578836*ground_temp_march,site_location,Zone Air System Sensible Heating Energy,0.7930008210056517,0.05,0,0,1,-0.7930008210056517,44.64016047070146,-35.3996839030903,4136733,SITE:GROUNDTEMPERATURE:BUILDINGSURFACE,2.6394267984578836,ground_temp_march,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,site_location*SITE:GROUNDTEMPERATURE:BUILDINGSURFACE*2.6394267984578836*ground_temp_march,site_location,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,44.64016047070146,,4136733,SITE:GROUNDTEMPERATURE:BUILDINGSURFACE,2.6394267984578836,ground_temp_march,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,site_location*SITE:GROUNDTEMPERATURE:BUILDINGSURFACE*2.6394267984578836*ground_temp_may,site_location,Zone Air System Sensible Heating Energy,2.5223972138212054,0.05,0,0,1,-2.5223972138212054,14.034143278117151,-35.3996839030903,4136733,SITE:GROUNDTEMPERATURE:BUILDINGSURFACE,2.6394267984578836,ground_temp_may,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,site_location*SITE:GROUNDTEMPERATURE:BUILDINGSURFACE*2.6394267984578836*ground_temp_may,site_location,Zone Air System Sensible Cooling Energy,,0.05,0,0,1,,14.034143278117151,,4136733,SITE:GROUNDTEMPERATURE:BUILDINGSURFACE,2.6394267984578836,ground_temp_may,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
zone,site_location*SITE:GROUNDTEMPERATURE:BUILDINGSURFACE*2.6394267984578836*ground_temp_november,site_location,Zone Air System Sensible Heating Energy,1.1600169641735476,0.05,0,0,1,-1.1600169641735476,30.516522599573147,-35.3996839030903,4136733,SITE:GROUNDTEMPERATURE:BUILDINGSURFACE,2.6394267984578836,ground_temp_november,ZONE1_LEFTPERIMETER,,,,,low,peak_months,modification
