Date/Time,Heating:EnergyTransfer [J](Monthly),Cooling:EnergyTransfer [J](Monthly),Electricity:Facility [J](Daily) 
 01/01,,,7605098.557909257 
 01/02,,,7605098.557909257 
 01/03,,,7605098.557909257 
 01/04,,,7605098.557909257 
 01/05,,,1356155.2758134352 
 01/06,,,1356155.2758134352 
 01/07,,,7605098.557909257 
 01/08,,,7605098.557909257 
 01/09,,,7605098.557909257 
 01/10,,,7605098.557909257 
 01/11,,,7605098.557909257 
 01/12,,,1356155.2758134352 
 01/13,,,1356155.2758134352 
 01/14,,,7605098.557909257 
 01/15,,,7605098.557909257 
 01/16,,,7605098.557909257 
 01/17,,,7605098.557909257 
 01/18,,,7605098.557909257 
 01/19,,,1356155.2758134352 
 01/20,,,1356155.2758134352 
 01/21,,,7605098.557909257 
 01/22,,,7605098.557909257 
 01/23,,,7605098.557909257 
 01/24,,,7605098.557909257 
 01/25,,,7605098.557909257 
 01/26,,,1356155.2758134352 
 01/27,,,1356155.2758134352 
 01/28,,,7605098.557909257 
 01/29,,,7605098.557909257 
 01/30,,,7605098.557909257 
 01/31,1979632055.5114608,3279445.1409699023,7605098.557909257 
 02/01,,,7605098.557909257 
 02/02,,,1356155.2758134352 
 02/03,,,1356155.2758134352 
 02/04,,,7605098.557909257 
 02/05,,,7605098.557909257 
 02/06,,,7605098.557909257 
 02/07,,,7605098.557909257 
 02/08,,,7605098.557909257 
 02/09,,,1356155.2758134352 
 02/10,,,1356155.2758134352 
 02/11,,,7605098.557909257 
 02/12,,,7605098.557909257 
 02/13,,,7605098.557909257 
 02/14,,,7605098.557909257 
 02/15,,,7605098.557909257 
 02/16,,,1356155.2758134352 
 02/17,,,1356155.2758134352 
 02/18,,,7605098.557909257 
 02/19,,,7605098.557909257 
 02/20,,,7605098.557909257 
 02/21,,,7605098.557909257 
 02/22,,,7605098.557909257 
 02/23,,,1356155.2758134352 
 02/24,,,1356155.2758134352 
 02/25,,,7605098.557909257 
 02/26,,,7605098.557909257 
 02/27,,,7605098.557909257 
 02/28,1319352759.1359377,14378337.646841513,7605098.557909257 
 03/01,,,7605098.557909257 
 03/02,,,1356155.2758134352 
 03/03,,,1356155.2758134352 
 03/04,,,7605098.557909257 
 03/05,,,7605098.557909257 
 03/06,,,7605098.557909257 
 03/07,,,7605098.557909257 
 03/08,,,7605098.557909257 
 03/09,,,1356155.2758134352 
 03/10,,,1356155.2758134352 
