Date/Time,Heating:EnergyTransfer [J](Monthly),Cooling:EnergyTransfer [J](Monthly),Electricity:Facility [J](Daily) 
 01/01,,,4257535.752235291 
 01/02,,,4257535.752235291 
 01/03,,,4257535.752235291 
 01/04,,,4257535.752235291 
 01/05,,,5718527.223539595 
 01/06,,,5718527.223539595 
 01/07,,,4257535.752235291 
 01/08,,,4257535.752235291 
 01/09,,,4257535.752235291 
 01/10,,,4257535.752235291 
 01/11,,,4257535.752235291 
 01/12,,,5718527.223539595 
 01/13,,,5718527.223539595 
 01/14,,,4257535.752235291 
 01/15,,,4257535.752235291 
 01/16,,,4257535.752235291 
 01/17,,,4257535.752235291 
 01/18,,,4257535.752235291 
 01/19,,,5718527.223539595 
 01/20,,,5718527.223539595 
 01/21,,,4257535.752235291 
 01/22,,,4257535.752235291 
 01/23,,,4257535.752235291 
 01/24,,,4257535.752235291 
 01/25,,,4257535.752235291 
 01/26,,,5718527.223539595 
 01/27,,,5718527.223539595 
 01/28,,,4257535.752235291 
 01/29,,,4257535.752235291 
 01/30,,,4257535.752235291 
 01/31,4115176789.007372,41217695.47226469,4257535.752235291 
 02/01,,,4257535.752235291 
 02/02,,,5718527.223539595 
 02/03,,,5718527.223539595 
 02/04,,,4257535.752235291 
 02/05,,,4257535.752235291 
 02/06,,,4257535.752235291 
 02/07,,,4257535.752235291 
 02/08,,,4257535.752235291 
 02/09,,,5718527.223539595 
 02/10,,,5718527.223539595 
 02/11,,,4257535.752235291 
 02/12,,,4257535.752235291 
 02/13,,,4257535.752235291 
 02/14,,,4257535.752235291 
 02/15,,,4257535.752235291 
 02/16,,,5718527.223539595 
 02/17,,,5718527.223539595 
 02/18,,,4257535.752235291 
 02/19,,,4257535.752235291 
 02/20,,,4257535.752235291 
 02/21,,,4257535.752235291 
 02/22,,,4257535.752235291 
 02/23,,,5718527.223539595 
 02/24,,,5718527.223539595 
 02/25,,,4257535.752235291 
 02/26,,,4257535.752235291 
 02/27,,,4257535.752235291 
 02/28,3130797548.1323023,56486929.73232114,4257535.752235291 
 03/01,,,4257535.752235291 
 03/02,,,5718527.223539595 
 03/03,,,5718527.223539595 
 03/04,,,4257535.752235291 
 03/05,,,4257535.752235291 
 03/06,,,4257535.752235291 
 03/07,,,4257535.752235291 
 03/08,,,4257535.752235291 
 03/09,,,5718527.223539595 
 03/10,,,5718527.223539595 
 03/11,,,4257535.752235291 
 03/12,,,4257535.752235291 
 03/13,,,4257535.752235291 
 03/14,,,4257535.752235291 
 03/15,,,4257535.752235291 
 03/16,,,5718527.223539595 
 03/17,,,5718527.223539595 
 03/18,,,4257535.752235291 
 03/19,,,4257535.752235291 
 03/20,,,4257535.752235291 
 03/21,,,4257535.752235291 
 03/22,,,4257535.752235291 
 03/23,,,5718527.223539595 
 03/24,,,5718527.223539595 
 03/25,,,4257535.752235291 
 03/26,,,4257535.752235291 
 03/27,,,4257535.752235291 
 03/28,,,4257535.752235291 
 03/29,,,4257535.752235291 
 03/30,,,5718527.223539595 
 03/31,2709136203.5733495,88465065.85816987,5718527.223539595 
 04/01,,,4257535.752235291 
 04/02,,,4257535.752235291 
 04/03,,,4257535.752235291 
 04/04,,,4257535.752235291 
 04/05,,,4257535.752235291 
 04/06,,,5718527.223539595 
 04/07,,,5718527.223539595 
 04/08,,,4257535.752235291 
 04/09,,,4257535.752235291 
 04/10,,,4257535.752235291 
 04/11,,,4257535.752235291 
 04/12,,,4257535.752235291 
 04/13,,,5718527.223539595 
 04/14,,,5718527.223539595 
 04/15,,,4257535.752235291 
 04/16,,,4257535.752235291 
 04/17,,,4257535.752235291 
 04/18,,,4257535.752235291 
 04/19,,,4257535.752235291 
 04/20,,,5718527.223539595 
 04/21,,,5718527.223539595 
 04/22,,,4257535.752235291 
 04/23,,,4257535.752235291 
 04/24,,,4257535.752235291 
 04/25,,,4257535.752235291 
 04/26,,,4257535.752235291 
 04/27,,,5718527.223539595 
 04/28,,,5718527.223539595 
 04/29,,,4257535.752235291 
 04/30,1369239617.6468034,184611762.79541603,4257535.752235291 
 05/01,,,4257535.752235291 
 05/02,,,4257535.752235291 
 05/03,,,4257535.752235291 
 05/04,,,5718527.223539595 
 05/05,,,5718527.223539595 
 05/06,,,4257535.752235291 
 05/07,,,4257535.752235291 
 05/08,,,4257535.752235291 
 05/09,,,4257535.752235291 
 05/10,,,4257535.752235291 
 05/11,,,5718527.223539595 
 05/12,,,5718527.223539595 
 05/13,,,4257535.752235291 
 05/14,,,4257535.752235291 
 05/15,,,4257535.752235291 
 05/16,,,4257535.752235291 
 05/17,,,4257535.752235291 
 05/18,,,5718527.223539595 
 05/19,,,5718527.223539595 
 05/20,,,4257535.752235291 
 05/21,,,4257535.752235291 
 05/22,,,4257535.752235291 
 05/23,,,4257535.752235291 
 05/24,,,4257535.752235291 
 05/25,,,5718527.223539595 
 05/26,,,5718527.223539595 
 05/27,,,4257535.752235291 
 05/28,,,4257535.752235291 
 05/29,,,4257535.752235291 
 05/30,,,4257535.752235291 
 05/31,234150650.15240207,351212682.46862435,4257535.752235291 
 06/01,,,5718527.223539595 
 06/02,,,5718527.223539595 
 06/03,,,4257535.752235291 
 06/04,,,4257535.752235291 
 06/05,,,4257535.752235291 
 06/06,,,4257535.752235291 
 06/07,,,4257535.752235291 
 06/08,,,5718527.223539595 
 06/09,,,5718527.223539595 
 06/10,,,4257535.752235291 
 06/11,,,4257535.752235291 
 06/12,,,4257535.752235291 
 06/13,,,4257535.752235291 
 06/14,,,4257535.752235291 
 06/15,,,5718527.223539595 
 06/16,,,5718527.223539595 
 06/17,,,4257535.752235291 
 06/18,,,4257535.752235291 
 06/19,,,4257535.752235291 
 06/20,,,4257535.752235291 
 06/21,,,4257535.752235291 
 06/22,,,5718527.223539595 
 06/23,,,5718527.223539595 
 06/24,,,4257535.752235291 
 06/25,,,4257535.752235291 
 06/26,,,4257535.752235291 
 06/27,,,4257535.752235291 
 06/28,,,4257535.752235291 
 06/29,,,5718527.223539595 
 06/30,55616829.16673369,458720077.1714778,5718527.223539595 
 07/01,,,4257535.752235291 
 07/02,,,4257535.752235291 
 07/03,,,4257535.752235291 
 07/04,,,4257535.752235291 
 07/05,,,4257535.752235291 
 07/06,,,5718527.223539595 
 07/07,,,5718527.223539595 
 07/08,,,4257535.752235291 
 07/09,,,4257535.752235291 
 07/10,,,4257535.752235291 
 07/11,,,4257535.752235291 
 07/12,,,4257535.752235291 
 07/13,,,5718527.223539595 
 07/14,,,5718527.223539595 
 07/15,,,4257535.752235291 
 07/16,,,4257535.752235291 
 07/17,,,4257535.752235291 
 07/18,,,4257535.752235291 
 07/19,,,4257535.752235291 
 07/20,,,5718527.223539595 
 07/21,,,5718527.223539595 
 07/22,,,4257535.752235291 
 07/23,,,4257535.752235291 
 07/24,,,4257535.752235291 
 07/25,,,4257535.752235291 
 07/26,,,4257535.752235291 
 07/27,,,5718527.223539595 
 07/28,,,5718527.223539595 
 07/29,,,4257535.752235291 
 07/30,,,4257535.752235291 
 07/31,11049968.55851969,494286024.6274809,4257535.752235291 
 08/01,,,4257535.752235291 
 08/02,,,4257535.752235291 
 08/03,,,5718527.223539595 
 08/04,,,5718527.223539595 
 08/05,,,4257535.752235291 
 08/06,,,4257535.752235291 
 08/07,,,4257535.752235291 
 08/08,,,4257535.752235291 
 08/09,,,4257535.752235291 
 08/10,,,5718527.223539595 
 08/11,,,5718527.223539595 
 08/12,,,4257535.752235291 
 08/13,,,4257535.752235291 
 08/14,,,4257535.752235291 
 08/15,,,4257535.752235291 
 08/16,,,4257535.752235291 
 08/17,,,5718527.223539595 
 08/18,,,5718527.223539595 
 08/19,,,4257535.752235291 
 08/20,,,4257535.752235291 
 08/21,,,4257535.752235291 
 08/22,,,4257535.752235291 
 08/23,,,4257535.752235291 
 08/24,,,5718527.223539595 
 08/25,,,5718527.223539595 
 08/26,,,4257535.752235291 
 08/27,,,4257535.752235291 
 08/28,,,4257535.752235291 
 08/29,,,4257535.752235291 
 08/30,,,4257535.752235291 
 08/31,25019306.359078687,369056952.7704675,5718527.223539595 
 09/01,,,5718527.223539595 
 09/02,,,4257535.752235291 
 09/03,,,4257535.752235291 
 09/04,,,4257535.752235291 
 09/05,,,4257535.752235291 
 09/06,,,4257535.752235291 
 09/07,,,5718527.223539595 
 09/08,,,5718527.223539595 
 09/09,,,4257535.752235291 
 09/10,,,4257535.752235291 
 09/11,,,4257535.752235291 
 09/12,,,4257535.752235291 
 09/13,,,4257535.752235291 
 09/14,,,5718527.223539595 
 09/15,,,5718527.223539595 
 09/16,,,4257535.752235291 
 09/17,,,4257535.752235291 
 09/18,,,4257535.752235291 
 09/19,,,4257535.752235291 
 09/20,,,4257535.752235291 
 09/21,,,5718527.223539595 
 09/22,,,5718527.223539595 
 09/23,,,4257535.752235291 
 09/24,,,4257535.752235291 
 09/25,,,4257535.752235291 
 09/26,,,4257535.752235291 
 09/27,,,4257535.752235291 
 09/28,,,5718527.223539595 
 09/29,,,5718527.223539595 
 09/30,255797091.28659943,251091182.76384062,4257535.752235291 
 10/01,,,4257535.752235291 
 10/02,,,4257535.752235291 
 10/03,,,4257535.752235291 
 10/04,,,4257535.752235291 
 10/05,,,5718527.223539595 
 10/06,,,5718527.223539595 
 10/07,,,4257535.752235291 
 10/08,,,4257535.752235291 
 10/09,,,4257535.752235291 
 10/10,,,4257535.752235291 
 10/11,,,4257535.752235291 
 10/12,,,5718527.223539595 
 10/13,,,5718527.223539595 
 10/14,,,4257535.752235291 
 10/15,,,4257535.752235291 
 10/16,,,4257535.752235291 
 10/17,,,4257535.752235291 
 10/18,,,4257535.752235291 
 10/19,,,5718527.223539595 
 10/20,,,5718527.223539595 
 10/21,,,4257535.752235291 
 10/22,,,4257535.752235291 
 10/23,,,4257535.752235291 
 10/24,,,4257535.752235291 
 10/25,,,4257535.752235291 
 10/26,,,5718527.223539595 
 10/27,,,5718527.223539595 
 10/28,,,4257535.752235291 
 10/29,,,4257535.752235291 
 10/30,,,4257535.752235291 
 10/31,1256161429.8156507,118337056.74000691,4257535.752235291 
 11/01,,,4257535.752235291 
 11/02,,,5718527.223539595 
 11/03,,,5718527.223539595 
 11/04,,,4257535.752235291 
 11/05,,,4257535.752235291 
 11/06,,,4257535.752235291 
 11/07,,,4257535.752235291 
 11/08,,,4257535.752235291 
 11/09,,,5718527.223539595 
 11/10,,,5718527.223539595 
 11/11,,,4257535.752235291 
 11/12,,,4257535.752235291 
 11/13,,,4257535.752235291 
 11/14,,,4257535.752235291 
 11/15,,,4257535.752235291 
 11/16,,,5718527.223539595 
 11/17,,,5718527.223539595 
 11/18,,,4257535.752235291 
 11/19,,,4257535.752235291 
 11/20,,,4257535.752235291 
 11/21,,,4257535.752235291 
 11/22,,,4257535.752235291 
 11/23,,,5718527.223539595 
 11/24,,,5718527.223539595 
 11/25,,,4257535.752235291 
 11/26,,,4257535.752235291 
 11/27,,,4257535.752235291 
 11/28,,,4257535.752235291 
 11/29,,,4257535.752235291 
 11/30,2709408867.2686176,62135311.98040622,5718527.223539595 
 12/01,,,5718527.223539595 
 12/02,,,4257535.752235291 
 12/03,,,4257535.752235291 
 12/04,,,4257535.752235291 
 12/05,,,4257535.752235291 
 12/06,,,4257535.752235291 
 12/07,,,5718527.223539595 
 12/08,,,5718527.223539595 
 12/09,,,4257535.752235291 
 12/10,,,4257535.752235291 
 12/11,,,4257535.752235291 
 12/12,,,4257535.752235291 
 12/13,,,4257535.752235291 
 12/14,,,5718527.223539595 
 12/15,,,5718527.223539595 
 12/16,,,4257535.752235291 
 12/17,,,4257535.752235291 
 12/18,,,4257535.752235291 
 12/19,,,4257535.752235291 
 12/20,,,4257535.752235291 
 12/21,,,5718527.223539595 
 12/22,,,5718527.223539595 
 12/23,,,4257535.752235291 
 12/24,,,4257535.752235291 
 12/25,,,4257535.752235291 
 12/26,,,4257535.752235291 
 12/27,,,4257535.752235291 
 12/28,,,5718527.223539595 
 12/29,,,5718527.223539595 
 12/30,,,4257535.752235291 
 12/31,3959678319.1198044,40562976.396617584,4257535.752235291 
