Date/Time,Heating:EnergyTransfer [J](Monthly),Cooling:EnergyTransfer [J](Monthly),Electricity:Facility [J](Daily) 
 01/01,,,8423580.3443132 
 01/02,,,8423580.3443132 
 01/03,,,8423580.3443132 
 01/04,,,8423580.3443132 
 01/05,,,1347611.6392068 
 01/06,,,1347611.6392068 
 01/07,,,8423580.3443132 
 01/08,,,8423580.3443132 
 01/09,,,8423580.3443132 
 01/10,,,8423580.3443132 
 01/11,,,8423580.3443132 
 01/12,,,1347611.6392068 
 01/13,,,1347611.6392068 
 01/14,,,8423580.3443132 
 01/15,,,8423580.3443132 
 01/16,,,8423580.3443132 
 01/17,,,8423580.3443132 
 01/18,,,8423580.3443132 
 01/19,,,1347611.6392068 
 01/20,,,1347611.6392068 
 01/21,,,8423580.3443132 
 01/22,,,8423580.3443132 
 01/23,,,8423580.3443132 
 01/24,,,8423580.3443132 
 01/25,,,8423580.3443132 
 01/26,,,1347611.6392068 
 01/27,,,1347611.6392068 
 01/28,,,8423580.3443132 
 01/29,,,8423580.3443132 
 01/30,,,8423580.3443132 
 01/31,1968358503.9669614,5911669.006497258,8423580.3443132 
 02/01,,,8423580.3443132 
 02/02,,,1347611.6392068 
 02/03,,,1347611.6392068 
 02/04,,,8423580.3443132 
 02/05,,,8423580.3443132 
 02/06,,,8423580.3443132 
 02/07,,,8423580.3443132 
 02/08,,,8423580.3443132 
 02/09,,,1347611.6392068 
 02/10,,,1347611.6392068 
 02/11,,,8423580.3443132 
 02/12,,,8423580.3443132 
 02/13,,,8423580.3443132 
 02/14,,,8423580.3443132 
 02/15,,,8423580.3443132 
 02/16,,,1347611.6392068 
 02/17,,,1347611.6392068 
 02/18,,,8423580.3443132 
 02/19,,,8423580.3443132 
 02/20,,,8423580.3443132 
 02/21,,,8423580.3443132 
 02/22,,,8423580.3443132 
 02/23,,,1347611.6392068 
 02/24,,,1347611.6392068 
 02/25,,,8423580.3443132 
 02/26,,,8423580.3443132 
 02/27,,,8423580.3443132 
 02/28,1320749176.0927074,20509681.897478383,8423580.3443132 
 03/01,,,8423580.3443132 
 03/02,,,1347611.6392068 
 03/03,,,1347611.6392068 
 03/04,,,8423580.3443132 
 03/05,,,8423580.3443132 
 03/06,,,8423580.3443132 
 03/07,,,8423580.3443132 
 03/08,,,8423580.3443132 
 03/09,,,1347611.6392068 
 03/10,,,1347611.6392068 
 03/11,,,8423580.3443132 
 03/12,,,8423580.3443132 
 03/13,,,8423580.3443132 
 03/14,,,8423580.3443132 
 03/15,,,8423580.3443132 
 03/16,,,1347611.6392068 
 03/17,,,1347611.6392068 
 03/18,,,8423580.3443132 
 03/19,,,8423580.3443132 
 03/20,,,8423580.3443132 
 03/21,,,8423580.3443132 
 03/22,,,8423580.3443132 
 03/23,,,1347611.6392068 
 03/24,,,1347611.6392068 
 03/25,,,8423580.3443132 
 03/26,,,8423580.3443132 
 03/27,,,8423580.3443132 
 03/28,,,8423580.3443132 
 03/29,,,8423580.3443132 
 03/30,,,1347611.6392068 
 03/31,1165338197.379035,11413076.539490493,1347611.6392068 
 04/01,,,8423580.3443132 
 04/02,,,8423580.3443132 
 04/03,,,8423580.3443132 
 04/04,,,8423580.3443132 
 04/05,,,8423580.3443132 
 04/06,,,1347611.6392068 
 04/07,,,1347611.6392068 
 04/08,,,8423580.3443132 
 04/09,,,8423580.3443132 
 04/10,,,8423580.3443132 
 04/11,,,8423580.3443132 
 04/12,,,8423580.3443132 
 04/13,,,1347611.6392068 
 04/14,,,1347611.6392068 
 04/15,,,8423580.3443132 
 04/16,,,8423580.3443132 
 04/17,,,8423580.3443132 
 04/18,,,8423580.3443132 
 04/19,,,8423580.3443132 
 04/20,,,1347611.6392068 
 04/21,,,1347611.6392068 
 04/22,,,8423580.3443132 
 04/23,,,8423580.3443132 
 04/24,,,8423580.3443132 
 04/25,,,8423580.3443132 
 04/26,,,8423580.3443132 
 04/27,,,1347611.6392068 
 04/28,,,1347611.6392068 
 04/29,,,8423580.3443132 
 04/30,498381999.59670204,104240875.14003378,8423580.3443132 
 05/01,,,8423580.3443132 
 05/02,,,8423580.3443132 
 05/03,,,8423580.3443132 
 05/04,,,1347611.6392068 
 05/05,,,1347611.6392068 
 05/06,,,8423580.3443132 
 05/07,,,8423580.3443132 
 05/08,,,8423580.3443132 
 05/09,,,8423580.3443132 
 05/10,,,8423580.3443132 
 05/11,,,1347611.6392068 
 05/12,,,1347611.6392068 
 05/13,,,8423580.3443132 
 05/14,,,8423580.3443132 
 05/15,,,8423580.3443132 
 05/16,,,8423580.3443132 
 05/17,,,8423580.3443132 
 05/18,,,1347611.6392068 
 05/19,,,1347611.6392068 
 05/20,,,8423580.3443132 
 05/21,,,8423580.3443132 
 05/22,,,8423580.3443132 
 05/23,,,8423580.3443132 
 05/24,,,8423580.3443132 
 05/25,,,1347611.6392068 
 05/26,,,1347611.6392068 
 05/27,,,8423580.3443132 
 05/28,,,8423580.3443132 
 05/29,,,8423580.3443132 
 05/30,,,8423580.3443132 
 05/31,47462056.77909864,372952616.186581,8423580.3443132 
 06/01,,,1347611.6392068 
 06/02,,,1347611.6392068 
 06/03,,,8423580.3443132 
 06/04,,,8423580.3443132 
 06/05,,,8423580.3443132 
 06/06,,,8423580.3443132 
 06/07,,,8423580.3443132 
 06/08,,,1347611.6392068 
 06/09,,,1347611.6392068 
 06/10,,,8423580.3443132 
 06/11,,,8423580.3443132 
 06/12,,,8423580.3443132 
 06/13,,,8423580.3443132 
 06/14,,,8423580.3443132 
 06/15,,,1347611.6392068 
