Date/Time,Heating:EnergyTransfer [J](Monthly),Cooling:EnergyTransfer [J](Monthly),Electricity:Facility [J](Daily) 
 01/01,,,9316433.376766717 
 01/02,,,9316433.376766717 
 01/03,,,9316433.376766717 
 01/04,,,9316433.376766717 
 01/05,,,1446311.6061287841 
 01/06,,,1446311.6061287841 
 01/07,,,9316433.376766717 
 01/08,,,9316433.376766717 
 01/09,,,9316433.376766717 
 01/10,,,9316433.376766717 
 01/11,,,9316433.376766717 
 01/12,,,1446311.6061287841 
 01/13,,,1446311.6061287841 
 01/14,,,9316433.376766717 
 01/15,,,9316433.376766717 
 01/16,,,9316433.376766717 
 01/17,,,9316433.376766717 
 01/18,,,9316433.376766717 
 01/19,,,1446311.6061287841 
 01/20,,,1446311.6061287841 
 01/21,,,9316433.376766717 
 01/22,,,9316433.376766717 
 01/23,,,9316433.376766717 
 01/24,,,9316433.376766717 
 01/25,,,9316433.376766717 
 01/26,,,1446311.6061287841 
 01/27,,,1446311.6061287841 
 01/28,,,9316433.376766717 
 01/29,,,9316433.376766717 
 01/30,,,9316433.376766717 
 01/31,2003124122.7704763,0.0,9316433.376766717 
 02/01,,,9316433.376766717 
 02/02,,,1446311.6061287841 
 02/03,,,1446311.6061287841 
 02/04,,,9316433.376766717 
 02/05,,,9316433.376766717 
 02/06,,,9316433.376766717 
 02/07,,,9316433.376766717 
 02/08,,,9316433.376766717 
 02/09,,,1446311.6061287841 
 02/10,,,1446311.6061287841 
 02/11,,,9316433.376766717 
 02/12,,,9316433.376766717 
 02/13,,,9316433.376766717 
 02/14,,,9316433.376766717 
 02/15,,,9316433.376766717 
 02/16,,,1446311.6061287841 
 02/17,,,1446311.6061287841 
 02/18,,,9316433.376766717 
 02/19,,,9316433.376766717 
 02/20,,,9316433.376766717 
 02/21,,,9316433.376766717 
 02/22,,,9316433.376766717 
 02/23,,,1446311.6061287841 
 02/24,,,1446311.6061287841 
 02/25,,,9316433.376766717 
 02/26,,,9316433.376766717 
 02/27,,,9316433.376766717 
 02/28,1353706128.978984,0.0,9316433.376766717 
 03/01,,,9316433.376766717 
 03/02,,,1446311.6061287841 
 03/03,,,1446311.6061287841 
 03/04,,,9316433.376766717 
 03/05,,,9316433.376766717 
 03/06,,,9316433.376766717 
 03/07,,,9316433.376766717 
 03/08,,,9316433.376766717 
 03/09,,,1446311.6061287841 
 03/10,,,1446311.6061287841 
 03/11,,,9316433.376766717 
 03/12,,,9316433.376766717 
 03/13,,,9316433.376766717 
 03/14,,,9316433.376766717 
 03/15,,,9316433.376766717 
 03/16,,,1446311.6061287841 
 03/17,,,1446311.6061287841 
 03/18,,,9316433.376766717 
 03/19,,,9316433.376766717 
 03/20,,,9316433.376766717 
