Date/Time,Heating:EnergyTransfer [J](Monthly),Cooling:EnergyTransfer [J](Monthly),Electricity:Facility [J](Daily) 
 01/01,,,9287438.623072134 
 01/02,,,9287438.623072134 
 01/03,,,9287438.623072134 
 01/04,,,9287438.623072134 
 01/05,,,1549404.381046557 
 01/06,,,1549404.381046557 
 01/07,,,9287438.623072134 
 01/08,,,9287438.623072134 
 01/09,,,9287438.623072134 
 01/10,,,9287438.623072134 
 01/11,,,9287438.623072134 
 01/12,,,1549404.381046557 
 01/13,,,1549404.381046557 
 01/14,,,9287438.623072134 
 01/15,,,9287438.623072134 
 01/16,,,9287438.623072134 
 01/17,,,9287438.623072134 
 01/18,,,9287438.623072134 
 01/19,,,1549404.381046557 
 01/20,,,1549404.381046557 
 01/21,,,9287438.623072134 
 01/22,,,9287438.623072134 
 01/23,,,9287438.623072134 
 01/24,,,9287438.623072134 
 01/25,,,9287438.623072134 
 01/26,,,1549404.381046557 
 01/27,,,1549404.381046557 
 01/28,,,9287438.623072134 
 01/29,,,9287438.623072134 
 01/30,,,9287438.623072134 
 01/31,2118272912.5795295,27751.78747692592,9287438.623072134 
 02/01,,,9287438.623072134 
 02/02,,,1549404.381046557 
 02/03,,,1549404.381046557 
 02/04,,,9287438.623072134 
 02/05,,,9287438.623072134 
 02/06,,,9287438.623072134 
 02/07,,,9287438.623072134 
 02/08,,,9287438.623072134 
 02/09,,,1549404.381046557 
 02/10,,,1549404.381046557 
 02/11,,,9287438.623072134 
 02/12,,,9287438.623072134 
 02/13,,,9287438.623072134 
 02/14,,,9287438.623072134 
 02/15,,,9287438.623072134 
 02/16,,,1549404.381046557 
 02/17,,,1549404.381046557 
 02/18,,,9287438.623072134 
 02/19,,,9287438.623072134 
 02/20,,,9287438.623072134 
 02/21,,,9287438.623072134 
 02/22,,,9287438.623072134 
 02/23,,,1549404.381046557 
 02/24,,,1549404.381046557 
 02/25,,,9287438.623072134 
 02/26,,,9287438.623072134 
 02/27,,,9287438.623072134 
 02/28,1429071660.7761805,1191397.9246002235,9287438.623072134 
 03/01,,,9287438.623072134 
 03/02,,,1549404.381046557 
 03/03,,,1549404.381046557 
 03/04,,,9287438.623072134 
 03/05,,,9287438.623072134 
 03/06,,,9287438.623072134 
 03/07,,,9287438.623072134 
 03/08,,,9287438.623072134 
 03/09,,,1549404.381046557 
 03/10,,,1549404.381046557 
 03/11,,,9287438.623072134 
 03/12,,,9287438.623072134 
 03/13,,,9287438.623072134 
 03/14,,,9287438.623072134 
 03/15,,,9287438.623072134 
 03/16,,,1549404.381046557 
 03/17,,,1549404.381046557 
 03/18,,,9287438.623072134 
 03/19,,,9287438.623072134 
 03/20,,,9287438.623072134 
 03/21,,,9287438.623072134 
 03/22,,,9287438.623072134 
 03/23,,,1549404.381046557 
 03/24,,,1549404.381046557 
 03/25,,,9287438.623072134 
 03/26,,,9287438.623072134 
 03/27,,,9287438.623072134 
 03/28,,,9287438.623072134 
 03/29,,,9287438.623072134 
 03/30,,,1549404.381046557 
 03/31,1275649475.2112193,2237548.786920616,1549404.381046557 
 04/01,,,9287438.623072134 
 04/02,,,9287438.623072134 
 04/03,,,9287438.623072134 
 04/04,,,9287438.623072134 
 04/05,,,9287438.623072134 
 04/06,,,1549404.381046557 
 04/07,,,1549404.381046557 
 04/08,,,9287438.623072134 
 04/09,,,9287438.623072134 
 04/10,,,9287438.623072134 
 04/11,,,9287438.623072134 
 04/12,,,9287438.623072134 
 04/13,,,1549404.381046557 
 04/14,,,1549404.381046557 
 04/15,,,9287438.623072134 
 04/16,,,9287438.623072134 
 04/17,,,9287438.623072134 
 04/18,,,9287438.623072134 
 04/19,,,9287438.623072134 
 04/20,,,1549404.381046557 
 04/21,,,1549404.381046557 
 04/22,,,9287438.623072134 
 04/23,,,9287438.623072134 
 04/24,,,9287438.623072134 
 04/25,,,9287438.623072134 
 04/26,,,9287438.623072134 
 04/27,,,1549404.381046557 
 04/28,,,1549404.381046557 
 04/29,,,9287438.623072134 
 04/30,567407226.2626274,32483391.643712107,9287438.623072134 
 05/01,,,9287438.623072134 
 05/02,,,9287438.623072134 
 05/03,,,9287438.623072134 
 05/04,,,1549404.381046557 
 05/05,,,1549404.381046557 
 05/06,,,9287438.623072134 
 05/07,,,9287438.623072134 
 05/08,,,9287438.623072134 
 05/09,,,9287438.623072134 
 05/10,,,9287438.623072134 
 05/11,,,1549404.381046557 
 05/12,,,1549404.381046557 
 05/13,,,9287438.623072134 
 05/14,,,9287438.623072134 
 05/15,,,9287438.623072134 
 05/16,,,9287438.623072134 
 05/17,,,9287438.623072134 
 05/18,,,1549404.381046557 
 05/19,,,1549404.381046557 
 05/20,,,9287438.623072134 
 05/21,,,9287438.623072134 
 05/22,,,9287438.623072134 
 05/23,,,9287438.623072134 
 05/24,,,9287438.623072134 
 05/25,,,1549404.381046557 
 05/26,,,1549404.381046557 
 05/27,,,9287438.623072134 
 05/28,,,9287438.623072134 
 05/29,,,9287438.623072134 
 05/30,,,9287438.623072134 
 05/31,49062014.0609763,218548617.5556456,9287438.623072134 
 06/01,,,1549404.381046557 
 06/02,,,1549404.381046557 
 06/03,,,9287438.623072134 
 06/04,,,9287438.623072134 
 06/05,,,9287438.623072134 
 06/06,,,9287438.623072134 
 06/07,,,9287438.623072134 
 06/08,,,1549404.381046557 
 06/09,,,1549404.381046557 
 06/10,,,9287438.623072134 
 06/11,,,9287438.623072134 
 06/12,,,9287438.623072134 
 06/13,,,9287438.623072134 
 06/14,,,9287438.623072134 
 06/15,,,1549404.381046557 
 06/16,,,1549404.381046557 
 06/17,,,9287438.623072134 
 06/18,,,9287438.623072134 
 06/19,,,9287438.623072134 
 06/20,,,9287438.623072134 
 06/21,,,9287438.623072134 
 06/22,,,1549404.381046557 
 06/23,,,1549404.381046557 
 06/24,,,9287438.623072134 
 06/25,,,9287438.623072134 
 06/26,,,9287438.623072134 
 06/27,,,9287438.623072134 
 06/28,,,9287438.623072134 
 06/29,,,1549404.381046557 
 06/30,2836680.8535776874,477623350.6063813,1549404.381046557 
 07/01,,,9287438.623072134 
 07/02,,,9287438.623072134 
 07/03,,,9287438.623072134 
 07/04,,,9287438.623072134 
 07/05,,,9287438.623072134 
 07/06,,,1549404.381046557 
 07/07,,,1549404.381046557 
 07/08,,,9287438.623072134 
 07/09,,,9287438.623072134 
 07/10,,,9287438.623072134 
 07/11,,,9287438.623072134 
 07/12,,,9287438.623072134 
 07/13,,,1549404.381046557 
 07/14,,,1549404.381046557 
 07/15,,,9287438.623072134 
 07/16,,,9287438.623072134 
 07/17,,,9287438.623072134 
 07/18,,,9287438.623072134 
 07/19,,,9287438.623072134 
 07/20,,,1549404.381046557 
 07/21,,,1549404.381046557 
 07/22,,,9287438.623072134 
 07/23,,,9287438.623072134 
 07/24,,,9287438.623072134 
 07/25,,,9287438.623072134 
 07/26,,,9287438.623072134 
 07/27,,,1549404.381046557 
 07/28,,,1549404.381046557 
 07/29,,,9287438.623072134 
 07/30,,,9287438.623072134 
 07/31,0.0,704405842.2274332,9287438.623072134 
 08/01,,,9287438.623072134 
 08/02,,,9287438.623072134 
 08/03,,,1549404.381046557 
 08/04,,,1549404.381046557 
 08/05,,,9287438.623072134 
 08/06,,,9287438.623072134 
 08/07,,,9287438.623072134 
 08/08,,,9287438.623072134 
 08/09,,,9287438.623072134 
 08/10,,,1549404.381046557 
 08/11,,,1549404.381046557 
 08/12,,,9287438.623072134 
 08/13,,,9287438.623072134 
 08/14,,,9287438.623072134 
 08/15,,,9287438.623072134 
 08/16,,,9287438.623072134 
 08/17,,,1549404.381046557 
 08/18,,,1549404.381046557 
 08/19,,,9287438.623072134 
