Date/Time,Heating:EnergyTransfer [J](Monthly),Cooling:EnergyTransfer [J](Monthly),Electricity:Facility [J](Daily) 
 01/01,,,6654875.6865317505 
 01/02,,,6654875.6865317505 
 01/03,,,6654875.6865317505 
 01/04,,,6654875.6865317505 
 01/05,,,1461865.3233075812 
 01/06,,,1461865.3233075812 
 01/07,,,6654875.6865317505 
 01/08,,,6654875.6865317505 
 01/09,,,6654875.6865317505 
 01/10,,,6654875.6865317505 
 01/11,,,6654875.6865317505 
 01/12,,,1461865.3233075812 
 01/13,,,1461865.3233075812 
 01/14,,,6654875.6865317505 
 01/15,,,6654875.6865317505 
 01/16,,,6654875.6865317505 
 01/17,,,6654875.6865317505 
 01/18,,,6654875.6865317505 
 01/19,,,1461865.3233075812 
 01/20,,,1461865.3233075812 
 01/21,,,6654875.6865317505 
 01/22,,,6654875.6865317505 
 01/23,,,6654875.6865317505 
 01/24,,,6654875.6865317505 
 01/25,,,6654875.6865317505 
 01/26,,,1461865.3233075812 
 01/27,,,1461865.3233075812 
 01/28,,,6654875.6865317505 
 01/29,,,6654875.6865317505 
 01/30,,,6654875.6865317505 
 01/31,2170957272.2032223,0.0,6654875.6865317505 
 02/01,,,6654875.6865317505 
 02/02,,,1461865.3233075812 
 02/03,,,1461865.3233075812 
 02/04,,,6654875.6865317505 
 02/05,,,6654875.6865317505 
 02/06,,,6654875.6865317505 
 02/07,,,6654875.6865317505 
 02/08,,,6654875.6865317505 
 02/09,,,1461865.3233075812 
 02/10,,,1461865.3233075812 
 02/11,,,6654875.6865317505 
 02/12,,,6654875.6865317505 
 02/13,,,6654875.6865317505 
 02/14,,,6654875.6865317505 
 02/15,,,6654875.6865317505 
 02/16,,,1461865.3233075812 
 02/17,,,1461865.3233075812 
 02/18,,,6654875.6865317505 
 02/19,,,6654875.6865317505 
 02/20,,,6654875.6865317505 
 02/21,,,6654875.6865317505 
 02/22,,,6654875.6865317505 
 02/23,,,1461865.3233075812 
 02/24,,,1461865.3233075812 
 02/25,,,6654875.6865317505 
 02/26,,,6654875.6865317505 
 02/27,,,6654875.6865317505 
 02/28,1474888263.5826597,991462.9150136589,6654875.6865317505 
 03/01,,,6654875.6865317505 
 03/02,,,1461865.3233075812 
 03/03,,,1461865.3233075812 
 03/04,,,6654875.6865317505 
 03/05,,,6654875.6865317505 
 03/06,,,6654875.6865317505 
 03/07,,,6654875.6865317505 
 03/08,,,6654875.6865317505 
 03/09,,,1461865.3233075812 
 03/10,,,1461865.3233075812 
 03/11,,,6654875.6865317505 
 03/12,,,6654875.6865317505 
 03/13,,,6654875.6865317505 
 03/14,,,6654875.6865317505 
 03/15,,,6654875.6865317505 
 03/16,,,1461865.3233075812 
 03/17,,,1461865.3233075812 
 03/18,,,6654875.6865317505 
 03/19,,,6654875.6865317505 
 03/20,,,6654875.6865317505 
 03/21,,,6654875.6865317505 
 03/22,,,6654875.6865317505 
 03/23,,,1461865.3233075812 
 03/24,,,1461865.3233075812 
 03/25,,,6654875.6865317505 
 03/26,,,6654875.6865317505 
 03/27,,,6654875.6865317505 
 03/28,,,6654875.6865317505 
 03/29,,,6654875.6865317505 
 03/30,,,1461865.3233075812 
 03/31,1338792380.694809,69537.65157961064,1461865.3233075812 
 04/01,,,6654875.6865317505 
 04/02,,,6654875.6865317505 
 04/03,,,6654875.6865317505 
 04/04,,,6654875.6865317505 
 04/05,,,6654875.6865317505 
 04/06,,,1461865.3233075812 
 04/07,,,1461865.3233075812 
 04/08,,,6654875.6865317505 
 04/09,,,6654875.6865317505 
 04/10,,,6654875.6865317505 
 04/11,,,6654875.6865317505 
 04/12,,,6654875.6865317505 
 04/13,,,1461865.3233075812 
 04/14,,,1461865.3233075812 
 04/15,,,6654875.6865317505 
 04/16,,,6654875.6865317505 
 04/17,,,6654875.6865317505 
 04/18,,,6654875.6865317505 
 04/19,,,6654875.6865317505 
 04/20,,,1461865.3233075812 
 04/21,,,1461865.3233075812 
 04/22,,,6654875.6865317505 
 04/23,,,6654875.6865317505 
 04/24,,,6654875.6865317505 
 04/25,,,6654875.6865317505 
 04/26,,,6654875.6865317505 
 04/27,,,1461865.3233075812 
 04/28,,,1461865.3233075812 
 04/29,,,6654875.6865317505 
 04/30,587609231.0035359,17478038.862351477,6654875.6865317505 
 05/01,,,6654875.6865317505 
 05/02,,,6654875.6865317505 
 05/03,,,6654875.6865317505 
 05/04,,,1461865.3233075812 
 05/05,,,1461865.3233075812 
 05/06,,,6654875.6865317505 
