Date/Time,Heating:EnergyTransfer [J](Monthly),Cooling:EnergyTransfer [J](Monthly),Electricity:Facility [J](Daily) 
 01/01,,,8978386.769521609 
 01/02,,,8978386.769521609 
 01/03,,,8978386.769521609 
 01/04,,,8978386.769521609 
 01/05,,,1548362.1974822227 
 01/06,,,1548362.1974822227 
 01/07,,,8978386.769521609 
 01/08,,,8978386.769521609 
 01/09,,,8978386.769521609 
 01/10,,,8978386.769521609 
 01/11,,,8978386.769521609 
 01/12,,,1548362.1974822227 
 01/13,,,1548362.1974822227 
 01/14,,,8978386.769521609 
 01/15,,,8978386.769521609 
 01/16,,,8978386.769521609 
 01/17,,,8978386.769521609 
 01/18,,,8978386.769521609 
 01/19,,,1548362.1974822227 
 01/20,,,1548362.1974822227 
 01/21,,,8978386.769521609 
 01/22,,,8978386.769521609 
 01/23,,,8978386.769521609 
 01/24,,,8978386.769521609 
 01/25,,,8978386.769521609 
 01/26,,,1548362.1974822227 
 01/27,,,1548362.1974822227 
 01/28,,,8978386.769521609 
 01/29,,,8978386.769521609 
 01/30,,,8978386.769521609 
 01/31,1739941464.3746192,0.0,8978386.769521609 
 02/01,,,8978386.769521609 
 02/02,,,1548362.1974822227 
 02/03,,,1548362.1974822227 
 02/04,,,8978386.769521609 
 02/05,,,8978386.769521609 
 02/06,,,8978386.769521609 
 02/07,,,8978386.769521609 
 02/08,,,8978386.769521609 
 02/09,,,1548362.1974822227 
 02/10,,,1548362.1974822227 
 02/11,,,8978386.769521609 
 02/12,,,8978386.769521609 
 02/13,,,8978386.769521609 
 02/14,,,8978386.769521609 
 02/15,,,8978386.769521609 
 02/16,,,1548362.1974822227 
 02/17,,,1548362.1974822227 
 02/18,,,8978386.769521609 
 02/19,,,8978386.769521609 
 02/20,,,8978386.769521609 
 02/21,,,8978386.769521609 
 02/22,,,8978386.769521609 
 02/23,,,1548362.1974822227 
 02/24,,,1548362.1974822227 
 02/25,,,8978386.769521609 
 02/26,,,8978386.769521609 
 02/27,,,8978386.769521609 
 02/28,1137603844.0298722,0.0,8978386.769521609 
 03/01,,,8978386.769521609 
 03/02,,,1548362.1974822227 
 03/03,,,1548362.1974822227 
 03/04,,,8978386.769521609 
 03/05,,,8978386.769521609 
 03/06,,,8978386.769521609 
 03/07,,,8978386.769521609 
 03/08,,,8978386.769521609 
 03/09,,,1548362.1974822227 
 03/10,,,1548362.1974822227 
 03/11,,,8978386.769521609 
 03/12,,,8978386.769521609 
 03/13,,,8978386.769521609 
 03/14,,,8978386.769521609 
 03/15,,,8978386.769521609 
 03/16,,,1548362.1974822227 
 03/17,,,1548362.1974822227 
 03/18,,,8978386.769521609 
 03/19,,,8978386.769521609 
 03/20,,,8978386.769521609 
 03/21,,,8978386.769521609 
 03/22,,,8978386.769521609 
 03/23,,,1548362.1974822227 
 03/24,,,1548362.1974822227 
 03/25,,,8978386.769521609 
 03/26,,,8978386.769521609 
 03/27,,,8978386.769521609 
 03/28,,,8978386.769521609 
 03/29,,,8978386.769521609 
 03/30,,,1548362.1974822227 
 03/31,859702996.2023845,0.0,1548362.1974822227 
 04/01,,,8978386.769521609 
 04/02,,,8978386.769521609 
 04/03,,,8978386.769521609 
 04/04,,,8978386.769521609 
 04/05,,,8978386.769521609 
 04/06,,,1548362.1974822227 
 04/07,,,1548362.1974822227 
 04/08,,,8978386.769521609 
 04/09,,,8978386.769521609 
 04/10,,,8978386.769521609 
 04/11,,,8978386.769521609 
 04/12,,,8978386.769521609 
 04/13,,,1548362.1974822227 
 04/14,,,1548362.1974822227 
 04/15,,,8978386.769521609 
