Date/Time,Heating:EnergyTransfer [J](Monthly),Cooling:EnergyTransfer [J](Monthly),Electricity:Facility [J](Daily) 
 01/01,,,10560375.62473936 
 01/02,,,10560375.62473936 
 01/03,,,10560375.62473936 
 01/04,,,10560375.62473936 
 01/05,,,1459060.9518303373 
 01/06,,,1459060.9518303373 
 01/07,,,10560375.62473936 
 01/08,,,10560375.62473936 
 01/09,,,10560375.62473936 
 01/10,,,10560375.62473936 
 01/11,,,10560375.62473936 
 01/12,,,1459060.9518303373 
 01/13,,,1459060.9518303373 
 01/14,,,10560375.62473936 
 01/15,,,10560375.62473936 
 01/16,,,10560375.62473936 
 01/17,,,10560375.62473936 
 01/18,,,10560375.62473936 
 01/19,,,1459060.9518303373 
 01/20,,,1459060.9518303373 
 01/21,,,10560375.62473936 
 01/22,,,10560375.62473936 
 01/23,,,10560375.62473936 
 01/24,,,10560375.62473936 
 01/25,,,10560375.62473936 
 01/26,,,1459060.9518303373 
 01/27,,,1459060.9518303373 
 01/28,,,10560375.62473936 
 01/29,,,10560375.62473936 
 01/30,,,10560375.62473936 
 01/31,1823918563.1969888,0.0,10560375.62473936 
 02/01,,,10560375.62473936 
 02/02,,,1459060.9518303373 
 02/03,,,1459060.9518303373 
 02/04,,,10560375.62473936 
 02/05,,,10560375.62473936 
 02/06,,,10560375.62473936 
 02/07,,,10560375.62473936 
 02/08,,,10560375.62473936 
 02/09,,,1459060.9518303373 
 02/10,,,1459060.9518303373 
 02/11,,,10560375.62473936 
 02/12,,,10560375.62473936 
 02/13,,,10560375.62473936 
 02/14,,,10560375.62473936 
 02/15,,,10560375.62473936 
 02/16,,,1459060.9518303373 
 02/17,,,1459060.9518303373 
 02/18,,,10560375.62473936 
 02/19,,,10560375.62473936 
 02/20,,,10560375.62473936 
 02/21,,,10560375.62473936 
 02/22,,,10560375.62473936 
 02/23,,,1459060.9518303373 
 02/24,,,1459060.9518303373 
 02/25,,,10560375.62473936 
 02/26,,,10560375.62473936 
 02/27,,,10560375.62473936 
 02/28,1198162341.7440014,0.0,10560375.62473936 
 03/01,,,10560375.62473936 
 03/02,,,1459060.9518303373 
 03/03,,,1459060.9518303373 
 03/04,,,10560375.62473936 
 03/05,,,10560375.62473936 
 03/06,,,10560375.62473936 
 03/07,,,10560375.62473936 
 03/08,,,10560375.62473936 
 03/09,,,1459060.9518303373 
 03/10,,,1459060.9518303373 
 03/11,,,10560375.62473936 
 03/12,,,10560375.62473936 
 03/13,,,10560375.62473936 
 03/14,,,10560375.62473936 
 03/15,,,10560375.62473936 
 03/16,,,1459060.9518303373 
 03/17,,,1459060.9518303373 
 03/18,,,10560375.62473936 
 03/19,,,10560375.62473936 
 03/20,,,10560375.62473936 
 03/21,,,10560375.62473936 
 03/22,,,10560375.62473936 
 03/23,,,1459060.9518303373 
 03/24,,,1459060.9518303373 
 03/25,,,10560375.62473936 
 03/26,,,10560375.62473936 
 03/27,,,10560375.62473936 
 03/28,,,10560375.62473936 
 03/29,,,10560375.62473936 
 03/30,,,1459060.9518303373 
 03/31,909170450.6918567,0.0,1459060.9518303373 
 04/01,,,10560375.62473936 
 04/02,,,10560375.62473936 
 04/03,,,10560375.62473936 
 04/04,,,10560375.62473936 
 04/05,,,10560375.62473936 
 04/06,,,1459060.9518303373 
 04/07,,,1459060.9518303373 
 04/08,,,10560375.62473936 
 04/09,,,10560375.62473936 
 04/10,,,10560375.62473936 
 04/11,,,10560375.62473936 
 04/12,,,10560375.62473936 
 04/13,,,1459060.9518303373 
 04/14,,,1459060.9518303373 
 04/15,,,10560375.62473936 
 04/16,,,10560375.62473936 
 04/17,,,10560375.62473936 
