Date/Time,Heating:EnergyTransfer [J](Monthly),Cooling:EnergyTransfer [J](Monthly),Electricity:Facility [J](Daily) 
 01/01,,,5115413.412401134 
 01/02,,,5115413.412401134 
 01/03,,,5115413.412401134 
 01/04,,,5115413.412401134 
 01/05,,,6870789.24542615 
 01/06,,,6870789.24542615 
 01/07,,,5115413.412401134 
 01/08,,,5115413.412401134 
 01/09,,,5115413.412401134 
 01/10,,,5115413.412401134 
 01/11,,,5115413.412401134 
 01/12,,,6870789.24542615 
 01/13,,,6870789.24542615 
 01/14,,,5115413.412401134 
 01/15,,,5115413.412401134 
 01/16,,,5115413.412401134 
 01/17,,,5115413.412401134 
 01/18,,,5115413.412401134 
 01/19,,,6870789.24542615 
 01/20,,,6870789.24542615 
 01/21,,,5115413.412401134 
 01/22,,,5115413.412401134 
 01/23,,,5115413.412401134 
 01/24,,,5115413.412401134 
 01/25,,,5115413.412401134 
 01/26,,,6870789.24542615 
 01/27,,,6870789.24542615 
 01/28,,,5115413.412401134 
 01/29,,,5115413.412401134 
 01/30,,,5115413.412401134 
 01/31,3951818246.302634,42188664.856175125,5115413.412401134 
 02/01,,,5115413.412401134 
 02/02,,,6870789.24542615 
 02/03,,,6870789.24542615 
 02/04,,,5115413.412401134 
 02/05,,,5115413.412401134 
 02/06,,,5115413.412401134 
 02/07,,,5115413.412401134 
 02/08,,,5115413.412401134 
 02/09,,,6870789.24542615 
 02/10,,,6870789.24542615 
 02/11,,,5115413.412401134 
 02/12,,,5115413.412401134 
 02/13,,,5115413.412401134 
 02/14,,,5115413.412401134 
 02/15,,,5115413.412401134 
 02/16,,,6870789.24542615 
 02/17,,,6870789.24542615 
 02/18,,,5115413.412401134 
 02/19,,,5115413.412401134 
 02/20,,,5115413.412401134 
 02/21,,,5115413.412401134 
 02/22,,,5115413.412401134 
 02/23,,,6870789.24542615 
 02/24,,,6870789.24542615 
 02/25,,,5115413.412401134 
 02/26,,,5115413.412401134 
 02/27,,,5115413.412401134 
 02/28,2961156633.1270313,61955157.56594182,5115413.412401134 
 03/01,,,5115413.412401134 
 03/02,,,6870789.24542615 
 03/03,,,6870789.24542615 
 03/04,,,5115413.412401134 
 03/05,,,5115413.412401134 
 03/06,,,5115413.412401134 
 03/07,,,5115413.412401134 
 03/08,,,5115413.412401134 
 03/09,,,6870789.24542615 
 03/10,,,6870789.24542615 
 03/11,,,5115413.412401134 
 03/12,,,5115413.412401134 
 03/13,,,5115413.412401134 
 03/14,,,5115413.412401134 
 03/15,,,5115413.412401134 
 03/16,,,6870789.24542615 
 03/17,,,6870789.24542615 
 03/18,,,5115413.412401134 
 03/19,,,5115413.412401134 
 03/20,,,5115413.412401134 
 03/21,,,5115413.412401134 
 03/22,,,5115413.412401134 
 03/23,,,6870789.24542615 
 03/24,,,6870789.24542615 
 03/25,,,5115413.412401134 
 03/26,,,5115413.412401134 
 03/27,,,5115413.412401134 
 03/28,,,5115413.412401134 
 03/29,,,5115413.412401134 
 03/30,,,6870789.24542615 
 03/31,2528440192.748467,95990504.59589471,6870789.24542615 
 04/01,,,5115413.412401134 
 04/02,,,5115413.412401134 
 04/03,,,5115413.412401134 
 04/04,,,5115413.412401134 
 04/05,,,5115413.412401134 
 04/06,,,6870789.24542615 
 04/07,,,6870789.24542615 
 04/08,,,5115413.412401134 
 04/09,,,5115413.412401134 
 04/10,,,5115413.412401134 
 04/11,,,5115413.412401134 
 04/12,,,5115413.412401134 
 04/13,,,6870789.24542615 
 04/14,,,6870789.24542615 
 04/15,,,5115413.412401134 
 04/16,,,5115413.412401134 
 04/17,,,5115413.412401134 
 04/18,,,5115413.412401134 
 04/19,,,5115413.412401134 
 04/20,,,6870789.24542615 
 04/21,,,6870789.24542615 
 04/22,,,5115413.412401134 
 04/23,,,5115413.412401134 
 04/24,,,5115413.412401134 
 04/25,,,5115413.412401134 
 04/26,,,5115413.412401134 
 04/27,,,6870789.24542615 
 04/28,,,6870789.24542615 
 04/29,,,5115413.412401134 
 04/30,1218823682.317104,203445912.71583027,5115413.412401134 
 05/01,,,5115413.412401134 
 05/02,,,5115413.412401134 
 05/03,,,5115413.412401134 
 05/04,,,6870789.24542615 
 05/05,,,6870789.24542615 
 05/06,,,5115413.412401134 
 05/07,,,5115413.412401134 
 05/08,,,5115413.412401134 
 05/09,,,5115413.412401134 
 05/10,,,5115413.412401134 
 05/11,,,6870789.24542615 
 05/12,,,6870789.24542615 
 05/13,,,5115413.412401134 
 05/14,,,5115413.412401134 
 05/15,,,5115413.412401134 
 05/16,,,5115413.412401134 
 05/17,,,5115413.412401134 
 05/18,,,6870789.24542615 
 05/19,,,6870789.24542615 
 05/20,,,5115413.412401134 
 05/21,,,5115413.412401134 
 05/22,,,5115413.412401134 
 05/23,,,5115413.412401134 
 05/24,,,5115413.412401134 
 05/25,,,6870789.24542615 
 05/26,,,6870789.24542615 
 05/27,,,5115413.412401134 
 05/28,,,5115413.412401134 
 05/29,,,5115413.412401134 
 05/30,,,5115413.412401134 
 05/31,161695384.14654124,407400703.1074093,5115413.412401134 
 06/01,,,6870789.24542615 
 06/02,,,6870789.24542615 
 06/03,,,5115413.412401134 
 06/04,,,5115413.412401134 
 06/05,,,5115413.412401134 
 06/06,,,5115413.412401134 
 06/07,,,5115413.412401134 
 06/08,,,6870789.24542615 
 06/09,,,6870789.24542615 
 06/10,,,5115413.412401134 
 06/11,,,5115413.412401134 
 06/12,,,5115413.412401134 
 06/13,,,5115413.412401134 
 06/14,,,5115413.412401134 
 06/15,,,6870789.24542615 
 06/16,,,6870789.24542615 
 06/17,,,5115413.412401134 
 06/18,,,5115413.412401134 
 06/19,,,5115413.412401134 
 06/20,,,5115413.412401134 
 06/21,,,5115413.412401134 
 06/22,,,6870789.24542615 
 06/23,,,6870789.24542615 
 06/24,,,5115413.412401134 
 06/25,,,5115413.412401134 
 06/26,,,5115413.412401134 
 06/27,,,5115413.412401134 
 06/28,,,5115413.412401134 
 06/29,,,6870789.24542615 
 06/30,30968319.62213407,521499526.551111,6870789.24542615 
 07/01,,,5115413.412401134 
 07/02,,,5115413.412401134 
 07/03,,,5115413.412401134 
 07/04,,,5115413.412401134 
 07/05,,,5115413.412401134 
 07/06,,,6870789.24542615 
 07/07,,,6870789.24542615 
 07/08,,,5115413.412401134 
 07/09,,,5115413.412401134 
 07/10,,,5115413.412401134 
 07/11,,,5115413.412401134 
 07/12,,,5115413.412401134 
 07/13,,,6870789.24542615 
 07/14,,,6870789.24542615 
 07/15,,,5115413.412401134 
 07/16,,,5115413.412401134 
 07/17,,,5115413.412401134 
 07/18,,,5115413.412401134 
 07/19,,,5115413.412401134 
 07/20,,,6870789.24542615 
 07/21,,,6870789.24542615 
 07/22,,,5115413.412401134 
 07/23,,,5115413.412401134 
 07/24,,,5115413.412401134 
 07/25,,,5115413.412401134 
 07/26,,,5115413.412401134 
 07/27,,,6870789.24542615 
 07/28,,,6870789.24542615 
 07/29,,,5115413.412401134 
 07/30,,,5115413.412401134 
 07/31,6921183.045629229,555482636.9758689,5115413.412401134 
 08/01,,,5115413.412401134 
 08/02,,,5115413.412401134 
 08/03,,,6870789.24542615 
 08/04,,,6870789.24542615 
 08/05,,,5115413.412401134 
 08/06,,,5115413.412401134 
 08/07,,,5115413.412401134 
 08/08,,,5115413.412401134 
 08/09,,,5115413.412401134 
 08/10,,,6870789.24542615 
 08/11,,,6870789.24542615 
 08/12,,,5115413.412401134 
 08/13,,,5115413.412401134 
 08/14,,,5115413.412401134 
 08/15,,,5115413.412401134 
 08/16,,,5115413.412401134 
 08/17,,,6870789.24542615 
 08/18,,,6870789.24542615 
 08/19,,,5115413.412401134 
 08/20,,,5115413.412401134 
 08/21,,,5115413.412401134 
 08/22,,,5115413.412401134 
 08/23,,,5115413.412401134 
 08/24,,,6870789.24542615 
 08/25,,,6870789.24542615 
 08/26,,,5115413.412401134 
 08/27,,,5115413.412401134 
 08/28,,,5115413.412401134 
 08/29,,,5115413.412401134 
 08/30,,,5115413.412401134 
 08/31,14857915.962221654,423647299.3353662,6870789.24542615 
 09/01,,,6870789.24542615 
 09/02,,,5115413.412401134 
 09/03,,,5115413.412401134 
 09/04,,,5115413.412401134 
 09/05,,,5115413.412401134 
 09/06,,,5115413.412401134 
 09/07,,,6870789.24542615 
 09/08,,,6870789.24542615 
