Date/Time,Heating:EnergyTransfer [J](Monthly),Cooling:EnergyTransfer [J](Monthly),Electricity:Facility [J](Daily) 
 01/01,,,9504375.715933165 
 01/02,,,9504375.715933165 
 01/03,,,9504375.715933165 
 01/04,,,9504375.715933165 
 01/05,,,1484131.232910665 
 01/06,,,1484131.232910665 
 01/07,,,9504375.715933165 
 01/08,,,9504375.715933165 
 01/09,,,9504375.715933165 
 01/10,,,9504375.715933165 
 01/11,,,9504375.715933165 
 01/12,,,1484131.232910665 
 01/13,,,1484131.232910665 
 01/14,,,9504375.715933165 
 01/15,,,9504375.715933165 
 01/16,,,9504375.715933165 
 01/17,,,9504375.715933165 
 01/18,,,9504375.715933165 
 01/19,,,1484131.232910665 
 01/20,,,1484131.232910665 
 01/21,,,9504375.715933165 
 01/22,,,9504375.715933165 
 01/23,,,9504375.715933165 
 01/24,,,9504375.715933165 
 01/25,,,9504375.715933165 
 01/26,,,1484131.232910665 
 01/27,,,1484131.232910665 
 01/28,,,9504375.715933165 
 01/29,,,9504375.715933165 
 01/30,,,9504375.715933165 
 01/31,1860659064.7545369,0.0,9504375.715933165 
 02/01,,,9504375.715933165 
 02/02,,,1484131.232910665 
 02/03,,,1484131.232910665 
 02/04,,,9504375.715933165 
 02/05,,,9504375.715933165 
 02/06,,,9504375.715933165 
 02/07,,,9504375.715933165 
 02/08,,,9504375.715933165 
 02/09,,,1484131.232910665 
 02/10,,,1484131.232910665 
 02/11,,,9504375.715933165 
 02/12,,,9504375.715933165 
 02/13,,,9504375.715933165 
 02/14,,,9504375.715933165 
 02/15,,,9504375.715933165 
 02/16,,,1484131.232910665 
 02/17,,,1484131.232910665 
 02/18,,,9504375.715933165 
 02/19,,,9504375.715933165 
 02/20,,,9504375.715933165 
 02/21,,,9504375.715933165 
 02/22,,,9504375.715933165 
 02/23,,,1484131.232910665 
 02/24,,,1484131.232910665 
 02/25,,,9504375.715933165 
 02/26,,,9504375.715933165 
 02/27,,,9504375.715933165 
 02/28,1288474475.5837605,0.0,9504375.715933165 
 03/01,,,9504375.715933165 
 03/02,,,1484131.232910665 
 03/03,,,1484131.232910665 
 03/04,,,9504375.715933165 
 03/05,,,9504375.715933165 
 03/06,,,9504375.715933165 
 03/07,,,9504375.715933165 
 03/08,,,9504375.715933165 
 03/09,,,1484131.232910665 
 03/10,,,1484131.232910665 
 03/11,,,9504375.715933165 
 03/12,,,9504375.715933165 
 03/13,,,9504375.715933165 
 03/14,,,9504375.715933165 
 03/15,,,9504375.715933165 
 03/16,,,1484131.232910665 
 03/17,,,1484131.232910665 
 03/18,,,9504375.715933165 
 03/19,,,9504375.715933165 
 03/20,,,9504375.715933165 
 03/21,,,9504375.715933165 
 03/22,,,9504375.715933165 
 03/23,,,1484131.232910665 
 03/24,,,1484131.232910665 
 03/25,,,9504375.715933165 
 03/26,,,9504375.715933165 
 03/27,,,9504375.715933165 
 03/28,,,9504375.715933165 
 03/29,,,9504375.715933165 
 03/30,,,1484131.232910665 
 03/31,1016911367.500567,0.0,1484131.232910665 
 04/01,,,9504375.715933165 
 04/02,,,9504375.715933165 
 04/03,,,9504375.715933165 
 04/04,,,9504375.715933165 
 04/05,,,9504375.715933165 
 04/06,,,1484131.232910665 
 04/07,,,1484131.232910665 
 04/08,,,9504375.715933165 
 04/09,,,9504375.715933165 
 04/10,,,9504375.715933165 
 04/11,,,9504375.715933165 
 04/12,,,9504375.715933165 
 04/13,,,1484131.232910665 
 04/14,,,1484131.232910665 
 04/15,,,9504375.715933165 
 04/16,,,9504375.715933165 
 04/17,,,9504375.715933165 
 04/18,,,9504375.715933165 
 04/19,,,9504375.715933165 
 04/20,,,1484131.232910665 
 04/21,,,1484131.232910665 
 04/22,,,9504375.715933165 
 04/23,,,9504375.715933165 
 04/24,,,9504375.715933165 
 04/25,,,9504375.715933165 
 04/26,,,9504375.715933165 
 04/27,,,1484131.232910665 
 04/28,,,1484131.232910665 
 04/29,,,9504375.715933165 
 04/30,473357844.8417796,0.0,9504375.715933165 
 05/01,,,9504375.715933165 
 05/02,,,9504375.715933165 
 05/03,,,9504375.715933165 
 05/04,,,1484131.232910665 
 05/05,,,1484131.232910665 
 05/06,,,9504375.715933165 
 05/07,,,9504375.715933165 
 05/08,,,9504375.715933165 
 05/09,,,9504375.715933165 
 05/10,,,9504375.715933165 
 05/11,,,1484131.232910665 
 05/12,,,1484131.232910665 
 05/13,,,9504375.715933165 
 05/14,,,9504375.715933165 
 05/15,,,9504375.715933165 
 05/16,,,9504375.715933165 
 05/17,,,9504375.715933165 
 05/18,,,1484131.232910665 
 05/19,,,1484131.232910665 
 05/20,,,9504375.715933165 
 05/21,,,9504375.715933165 
 05/22,,,9504375.715933165 
 05/23,,,9504375.715933165 
 05/24,,,9504375.715933165 
 05/25,,,1484131.232910665 
 05/26,,,1484131.232910665 
 05/27,,,9504375.715933165 
 05/28,,,9504375.715933165 
 05/29,,,9504375.715933165 
 05/30,,,9504375.715933165 
 05/31,34831674.41736215,75941770.46990596,9504375.715933165 
 06/01,,,1484131.232910665 
 06/02,,,1484131.232910665 
 06/03,,,9504375.715933165 
 06/04,,,9504375.715933165 
 06/05,,,9504375.715933165 
 06/06,,,9504375.715933165 
 06/07,,,9504375.715933165 
 06/08,,,1484131.232910665 
 06/09,,,1484131.232910665 
 06/10,,,9504375.715933165 
 06/11,,,9504375.715933165 
 06/12,,,9504375.715933165 
 06/13,,,9504375.715933165 
 06/14,,,9504375.715933165 
 06/15,,,1484131.232910665 
 06/16,,,1484131.232910665 
 06/17,,,9504375.715933165 
 06/18,,,9504375.715933165 
 06/19,,,9504375.715933165 
 06/20,,,9504375.715933165 
 06/21,,,9504375.715933165 
 06/22,,,1484131.232910665 
 06/23,,,1484131.232910665 
 06/24,,,9504375.715933165 
 06/25,,,9504375.715933165 
 06/26,,,9504375.715933165 
 06/27,,,9504375.715933165 
 06/28,,,9504375.715933165 
 06/29,,,1484131.232910665 
 06/30,1670615.41750191,350590408.5860629,1484131.232910665 
 07/01,,,9504375.715933165 
 07/02,,,9504375.715933165 
 07/03,,,9504375.715933165 
 07/04,,,9504375.715933165 
 07/05,,,9504375.715933165 
 07/06,,,1484131.232910665 
 07/07,,,1484131.232910665 
 07/08,,,9504375.715933165 
 07/09,,,9504375.715933165 
 07/10,,,9504375.715933165 
 07/11,,,9504375.715933165 
 07/12,,,9504375.715933165 
 07/13,,,1484131.232910665 
 07/14,,,1484131.232910665 
 07/15,,,9504375.715933165 
 07/16,,,9504375.715933165 
 07/17,,,9504375.715933165 
 07/18,,,9504375.715933165 
 07/19,,,9504375.715933165 
 07/20,,,1484131.232910665 
 07/21,,,1484131.232910665 
 07/22,,,9504375.715933165 
 07/23,,,9504375.715933165 
 07/24,,,9504375.715933165 
 07/25,,,9504375.715933165 
 07/26,,,9504375.715933165 
 07/27,,,1484131.232910665 
 07/28,,,1484131.232910665 
 07/29,,,9504375.715933165 
 07/30,,,9504375.715933165 
 07/31,0.0,542695216.3248171,9504375.715933165 
 08/01,,,9504375.715933165 
 08/02,,,9504375.715933165 
 08/03,,,1484131.232910665 
 08/04,,,1484131.232910665 
 08/05,,,9504375.715933165 
 08/06,,,9504375.715933165 
 08/07,,,9504375.715933165 
 08/08,,,9504375.715933165 
 08/09,,,9504375.715933165 
 08/10,,,1484131.232910665 
 08/11,,,1484131.232910665 
 08/12,,,9504375.715933165 
 08/13,,,9504375.715933165 
 08/14,,,9504375.715933165 
 08/15,,,9504375.715933165 
 08/16,,,9504375.715933165 
 08/17,,,1484131.232910665 
 08/18,,,1484131.232910665 
 08/19,,,9504375.715933165 
 08/20,,,9504375.715933165 
 08/21,,,9504375.715933165 
 08/22,,,9504375.715933165 
 08/23,,,9504375.715933165 
 08/24,,,1484131.232910665 
 08/25,,,1484131.232910665 
 08/26,,,9504375.715933165 
 08/27,,,9504375.715933165 
 08/28,,,9504375.715933165 
 08/29,,,9504375.715933165 
 08/30,,,9504375.715933165 
 08/31,0.0,416666587.06364536,1484131.232910665 
 09/01,,,1484131.232910665 
 09/02,,,9504375.715933165 
 09/03,,,9504375.715933165 
 09/04,,,9504375.715933165 
 09/05,,,9504375.715933165 
 09/06,,,9504375.715933165 
 09/07,,,1484131.232910665 
 09/08,,,1484131.232910665 
 09/09,,,9504375.715933165 
 09/10,,,9504375.715933165 
 09/11,,,9504375.715933165 
 09/12,,,9504375.715933165 
 09/13,,,9504375.715933165 
 09/14,,,1484131.232910665 
 09/15,,,1484131.232910665 
 09/16,,,9504375.715933165 
 09/17,,,9504375.715933165 
 09/18,,,9504375.715933165 
 09/19,,,9504375.715933165 
 09/20,,,9504375.715933165 
 09/21,,,1484131.232910665 
 09/22,,,1484131.232910665 
 09/23,,,9504375.715933165 
 09/24,,,9504375.715933165 
 09/25,,,9504375.715933165 
 09/26,,,9504375.715933165 
 09/27,,,9504375.715933165 
 09/28,,,1484131.232910665 
 09/29,,,1484131.232910665 
 09/30,33341350.312475137,67586397.50985889,9504375.715933165 
 10/01,,,9504375.715933165 
 10/02,,,9504375.715933165 
 10/03,,,9504375.715933165 
 10/04,,,9504375.715933165 
 10/05,,,1484131.232910665 
 10/06,,,1484131.232910665 
 10/07,,,9504375.715933165 
 10/08,,,9504375.715933165 
 10/09,,,9504375.715933165 
 10/10,,,9504375.715933165 
 10/11,,,9504375.715933165 
 10/12,,,1484131.232910665 
 10/13,,,1484131.232910665 
 10/14,,,9504375.715933165 
 10/15,,,9504375.715933165 
 10/16,,,9504375.715933165 
 10/17,,,9504375.715933165 
 10/18,,,9504375.715933165 
 10/19,,,1484131.232910665 
 10/20,,,1484131.232910665 
 10/21,,,9504375.715933165 
 10/22,,,9504375.715933165 
 10/23,,,9504375.715933165 
 10/24,,,9504375.715933165 
 10/25,,,9504375.715933165 
 10/26,,,1484131.232910665 
 10/27,,,1484131.232910665 
 10/28,,,9504375.715933165 
 10/29,,,9504375.715933165 
 10/30,,,9504375.715933165 
 10/31,466010482.39606625,0.0,9504375.715933165 
 11/01,,,9504375.715933165 
 11/02,,,1484131.232910665 
 11/03,,,1484131.232910665 
 11/04,,,9504375.715933165 
 11/05,,,9504375.715933165 
 11/06,,,9504375.715933165 
 11/07,,,9504375.715933165 
 11/08,,,9504375.715933165 
 11/09,,,1484131.232910665 
 11/10,,,1484131.232910665 
 11/11,,,9504375.715933165 
 11/12,,,9504375.715933165 
 11/13,,,9504375.715933165 
 11/14,,,9504375.715933165 
 11/15,,,9504375.715933165 
 11/16,,,1484131.232910665 
 11/17,,,1484131.232910665 
 11/18,,,9504375.715933165 
 11/19,,,9504375.715933165 
 11/20,,,9504375.715933165 
 11/21,,,9504375.715933165 
 11/22,,,9504375.715933165 
 11/23,,,1484131.232910665 
 11/24,,,1484131.232910665 
 11/25,,,9504375.715933165 
 11/26,,,9504375.715933165 
 11/27,,,9504375.715933165 
 11/28,,,9504375.715933165 
 11/29,,,9504375.715933165 
 11/30,980237642.3383465,0.0,1484131.232910665 
 12/01,,,1484131.232910665 
 12/02,,,9504375.715933165 
 12/03,,,9504375.715933165 
 12/04,,,9504375.715933165 
 12/05,,,9504375.715933165 
 12/06,,,9504375.715933165 
 12/07,,,1484131.232910665 
 12/08,,,1484131.232910665 
 12/09,,,9504375.715933165 
 12/10,,,9504375.715933165 
 12/11,,,9504375.715933165 
 12/12,,,9504375.715933165 
 12/13,,,9504375.715933165 
 12/14,,,1484131.232910665 
 12/15,,,1484131.232910665 
 12/16,,,9504375.715933165 
 12/17,,,9504375.715933165 
 12/18,,,9504375.715933165 
 12/19,,,9504375.715933165 
 12/20,,,9504375.715933165 
 12/21,,,1484131.232910665 
 12/22,,,1484131.232910665 
 12/23,,,9504375.715933165 
 12/24,,,9504375.715933165 
 12/25,,,9504375.715933165 
 12/26,,,9504375.715933165 
 12/27,,,9504375.715933165 
 12/28,,,1484131.232910665 
 12/29,,,1484131.232910665 
 12/30,,,9504375.715933165 
 12/31,1688400267.5110042,0.0,9504375.715933165 
