Date/Time,Heating:EnergyTransfer [J](Monthly),Cooling:EnergyTransfer [J](Monthly),Electricity:Facility [J](Daily) 
 01/01,,,11114034.350010876 
 01/02,,,11114034.350010876 
 01/03,,,11114034.350010876 
 01/04,,,11114034.350010876 
 01/05,,,1803235.2906249107 
 01/06,,,1803235.2906249107 
 01/07,,,11114034.350010876 
 01/08,,,11114034.350010876 
 01/09,,,11114034.350010876 
 01/10,,,11114034.350010876 
 01/11,,,11114034.350010876 
 01/12,,,1803235.2906249107 
 01/13,,,1803235.2906249107 
 01/14,,,11114034.350010876 
 01/15,,,11114034.350010876 
 01/16,,,11114034.350010876 
 01/17,,,11114034.350010876 
 01/18,,,11114034.350010876 
 01/19,,,1803235.2906249107 
 01/20,,,1803235.2906249107 
 01/21,,,11114034.350010876 
 01/22,,,11114034.350010876 
 01/23,,,11114034.350010876 
 01/24,,,11114034.350010876 
 01/25,,,11114034.350010876 
 01/26,,,1803235.2906249107 
 01/27,,,1803235.2906249107 
 01/28,,,11114034.350010876 
 01/29,,,11114034.350010876 
 01/30,,,11114034.350010876 
 01/31,1782149688.2700253,0.0,11114034.350010876 
 02/01,,,11114034.350010876 
 02/02,,,1803235.2906249107 
 02/03,,,1803235.2906249107 
 02/04,,,11114034.350010876 
 02/05,,,11114034.350010876 
 02/06,,,11114034.350010876 
 02/07,,,11114034.350010876 
 02/08,,,11114034.350010876 
 02/09,,,1803235.2906249107 
 02/10,,,1803235.2906249107 
 02/11,,,11114034.350010876 
 02/12,,,11114034.350010876 
 02/13,,,11114034.350010876 
 02/14,,,11114034.350010876 
 02/15,,,11114034.350010876 
 02/16,,,1803235.2906249107 
 02/17,,,1803235.2906249107 
 02/18,,,11114034.350010876 
 02/19,,,11114034.350010876 
 02/20,,,11114034.350010876 
 02/21,,,11114034.350010876 
 02/22,,,11114034.350010876 
 02/23,,,1803235.2906249107 
 02/24,,,1803235.2906249107 
 02/25,,,11114034.350010876 
 02/26,,,11114034.350010876 
 02/27,,,11114034.350010876 
 02/28,1193765976.4374344,0.0,11114034.350010876 
 03/01,,,11114034.350010876 
 03/02,,,1803235.2906249107 
 03/03,,,1803235.2906249107 
 03/04,,,11114034.350010876 
 03/05,,,11114034.350010876 
 03/06,,,11114034.350010876 
 03/07,,,11114034.350010876 
 03/08,,,11114034.350010876 
 03/09,,,1803235.2906249107 
 03/10,,,1803235.2906249107 
 03/11,,,11114034.350010876 
 03/12,,,11114034.350010876 
 03/13,,,11114034.350010876 
 03/14,,,11114034.350010876 
 03/15,,,11114034.350010876 
 03/16,,,1803235.2906249107 
 03/17,,,1803235.2906249107 
 03/18,,,11114034.350010876 
 03/19,,,11114034.350010876 
 03/20,,,11114034.350010876 
 03/21,,,11114034.350010876 
 03/22,,,11114034.350010876 
 03/23,,,1803235.2906249107 
 03/24,,,1803235.2906249107 
 03/25,,,11114034.350010876 
 03/26,,,11114034.350010876 
 03/27,,,11114034.350010876 
 03/28,,,11114034.350010876 
 03/29,,,11114034.350010876 
 03/30,,,1803235.2906249107 
 03/31,929196405.0723851,0.0,1803235.2906249107 
 04/01,,,11114034.350010876 
 04/02,,,11114034.350010876 
 04/03,,,11114034.350010876 
 04/04,,,11114034.350010876 
 04/05,,,11114034.350010876 
 04/06,,,1803235.2906249107 
 04/07,,,1803235.2906249107 
 04/08,,,11114034.350010876 
 04/09,,,11114034.350010876 
 04/10,,,11114034.350010876 
 04/11,,,11114034.350010876 
 04/12,,,11114034.350010876 
 04/13,,,1803235.2906249107 
 04/14,,,1803235.2906249107 
 04/15,,,11114034.350010876 
 04/16,,,11114034.350010876 
 04/17,,,11114034.350010876 
 04/18,,,11114034.350010876 
 04/19,,,11114034.350010876 
 04/20,,,1803235.2906249107 
 04/21,,,1803235.2906249107 
 04/22,,,11114034.350010876 
 04/23,,,11114034.350010876 
 04/24,,,11114034.350010876 
 04/25,,,11114034.350010876 
 04/26,,,11114034.350010876 
 04/27,,,1803235.2906249107 
 04/28,,,1803235.2906249107 
 04/29,,,11114034.350010876 
 04/30,401902963.65047634,1096290.2460573867,11114034.350010876 
 05/01,,,11114034.350010876 
 05/02,,,11114034.350010876 
 05/03,,,11114034.350010876 
 05/04,,,1803235.2906249107 
 05/05,,,1803235.2906249107 
 05/06,,,11114034.350010876 
 05/07,,,11114034.350010876 
 05/08,,,11114034.350010876 
 05/09,,,11114034.350010876 
 05/10,,,11114034.350010876 
 05/11,,,1803235.2906249107 
 05/12,,,1803235.2906249107 
 05/13,,,11114034.350010876 
 05/14,,,11114034.350010876 
 05/15,,,11114034.350010876 
 05/16,,,11114034.350010876 
 05/17,,,11114034.350010876 
 05/18,,,1803235.2906249107 
 05/19,,,1803235.2906249107 
 05/20,,,11114034.350010876 
 05/21,,,11114034.350010876 
 05/22,,,11114034.350010876 
 05/23,,,11114034.350010876 
 05/24,,,11114034.350010876 
 05/25,,,1803235.2906249107 
 05/26,,,1803235.2906249107 
 05/27,,,11114034.350010876 
 05/28,,,11114034.350010876 
 05/29,,,11114034.350010876 
 05/30,,,11114034.350010876 
 05/31,32258973.695211314,189882453.3469199,11114034.350010876 
 06/01,,,1803235.2906249107 
 06/02,,,1803235.2906249107 
 06/03,,,11114034.350010876 
 06/04,,,11114034.350010876 
 06/05,,,11114034.350010876 
 06/06,,,11114034.350010876 
 06/07,,,11114034.350010876 
 06/08,,,1803235.2906249107 
 06/09,,,1803235.2906249107 
 06/10,,,11114034.350010876 
 06/11,,,11114034.350010876 
 06/12,,,11114034.350010876 
 06/13,,,11114034.350010876 
 06/14,,,11114034.350010876 
 06/15,,,1803235.2906249107 
 06/16,,,1803235.2906249107 
 06/17,,,11114034.350010876 
 06/18,,,11114034.350010876 
 06/19,,,11114034.350010876 
 06/20,,,11114034.350010876 
 06/21,,,11114034.350010876 
 06/22,,,1803235.2906249107 
 06/23,,,1803235.2906249107 
 06/24,,,11114034.350010876 
 06/25,,,11114034.350010876 
 06/26,,,11114034.350010876 
 06/27,,,11114034.350010876 
 06/28,,,11114034.350010876 
 06/29,,,1803235.2906249107 
 06/30,1173270.9003349137,463125053.1654389,1803235.2906249107 
 07/01,,,11114034.350010876 
 07/02,,,11114034.350010876 
 07/03,,,11114034.350010876 
 07/04,,,11114034.350010876 
 07/05,,,11114034.350010876 
 07/06,,,1803235.2906249107 
 07/07,,,1803235.2906249107 
 07/08,,,11114034.350010876 
 07/09,,,11114034.350010876 
 07/10,,,11114034.350010876 
 07/11,,,11114034.350010876 
 07/12,,,11114034.350010876 
 07/13,,,1803235.2906249107 
 07/14,,,1803235.2906249107 
 07/15,,,11114034.350010876 
 07/16,,,11114034.350010876 
