Date/Time,Heating:EnergyTransfer [J](Monthly),Cooling:EnergyTransfer [J](Monthly),Electricity:Facility [J](Daily) 
 01/01,,,3857608.187588193 
 01/02,,,3857608.187588193 
 01/03,,,3857608.187588193 
 01/04,,,3857608.187588193 
 01/05,,,5181362.8169511985 
 01/06,,,5181362.8169511985 
 01/07,,,3857608.187588193 
 01/08,,,3857608.187588193 
 01/09,,,3857608.187588193 
 01/10,,,3857608.187588193 
 01/11,,,3857608.187588193 
 01/12,,,5181362.8169511985 
 01/13,,,5181362.8169511985 
 01/14,,,3857608.187588193 
 01/15,,,3857608.187588193 
 01/16,,,3857608.187588193 
 01/17,,,3857608.187588193 
 01/18,,,3857608.187588193 
 01/19,,,5181362.8169511985 
 01/20,,,5181362.8169511985 
 01/21,,,3857608.187588193 
 01/22,,,3857608.187588193 
 01/23,,,3857608.187588193 
 01/24,,,3857608.187588193 
 01/25,,,3857608.187588193 
 01/26,,,5181362.8169511985 
 01/27,,,5181362.8169511985 
 01/28,,,3857608.187588193 
 01/29,,,3857608.187588193 
 01/30,,,3857608.187588193 
 01/31,3941013537.7375417,53468780.87214254,3857608.187588193 
 02/01,,,3857608.187588193 
 02/02,,,5181362.8169511985 
 02/03,,,5181362.8169511985 
 02/04,,,3857608.187588193 
 02/05,,,3857608.187588193 
 02/06,,,3857608.187588193 
 02/07,,,3857608.187588193 
 02/08,,,3857608.187588193 
 02/09,,,5181362.8169511985 
 02/10,,,5181362.8169511985 
 02/11,,,3857608.187588193 
 02/12,,,3857608.187588193 
 02/13,,,3857608.187588193 
 02/14,,,3857608.187588193 
 02/15,,,3857608.187588193 
 02/16,,,5181362.8169511985 
 02/17,,,5181362.8169511985 
 02/18,,,3857608.187588193 
 02/19,,,3857608.187588193 
 02/20,,,3857608.187588193 
 02/21,,,3857608.187588193 
 02/22,,,3857608.187588193 
 02/23,,,5181362.8169511985 
 02/24,,,5181362.8169511985 
 02/25,,,3857608.187588193 
 02/26,,,3857608.187588193 
 02/27,,,3857608.187588193 
 02/28,2972173065.5247264,71610584.44446218,3857608.187588193 
 03/01,,,3857608.187588193 
 03/02,,,5181362.8169511985 
 03/03,,,5181362.8169511985 
 03/04,,,3857608.187588193 
 03/05,,,3857608.187588193 
 03/06,,,3857608.187588193 
 03/07,,,3857608.187588193 
 03/08,,,3857608.187588193 
 03/09,,,5181362.8169511985 
 03/10,,,5181362.8169511985 
 03/11,,,3857608.187588193 
 03/12,,,3857608.187588193 
 03/13,,,3857608.187588193 
 03/14,,,3857608.187588193 
 03/15,,,3857608.187588193 
 03/16,,,5181362.8169511985 
 03/17,,,5181362.8169511985 
 03/18,,,3857608.187588193 
 03/19,,,3857608.187588193 
 03/20,,,3857608.187588193 
 03/21,,,3857608.187588193 
 03/22,,,3857608.187588193 
 03/23,,,5181362.8169511985 
 03/24,,,5181362.8169511985 
 03/25,,,3857608.187588193 
 03/26,,,3857608.187588193 
 03/27,,,3857608.187588193 
 03/28,,,3857608.187588193 
 03/29,,,3857608.187588193 
 03/30,,,5181362.8169511985 
 03/31,2570631389.0252204,98663566.25641482,5181362.8169511985 
 04/01,,,3857608.187588193 
 04/02,,,3857608.187588193 
 04/03,,,3857608.187588193 
 04/04,,,3857608.187588193 
 04/05,,,3857608.187588193 
 04/06,,,5181362.8169511985 
 04/07,,,5181362.8169511985 
 04/08,,,3857608.187588193 
 04/09,,,3857608.187588193 
 04/10,,,3857608.187588193 
 04/11,,,3857608.187588193 
 04/12,,,3857608.187588193 
 04/13,,,5181362.8169511985 
 04/14,,,5181362.8169511985 
 04/15,,,3857608.187588193 
 04/16,,,3857608.187588193 
 04/17,,,3857608.187588193 
 04/18,,,3857608.187588193 
 04/19,,,3857608.187588193 
 04/20,,,5181362.8169511985 
 04/21,,,5181362.8169511985 
 04/22,,,3857608.187588193 
 04/23,,,3857608.187588193 
 04/24,,,3857608.187588193 
 04/25,,,3857608.187588193 
 04/26,,,3857608.187588193 
 04/27,,,5181362.8169511985 
 04/28,,,5181362.8169511985 
 04/29,,,3857608.187588193 
 04/30,1249346932.6846955,199696813.9297156,3857608.187588193 
 05/01,,,3857608.187588193 
