Date/Time,Heating:EnergyTransfer [J](Monthly),Cooling:EnergyTransfer [J](Monthly),Electricity:Facility [J](Daily) 
 01/01,,,10207884.161821593 
 01/02,,,10207884.161821593 
 01/03,,,10207884.161821593 
 01/04,,,10207884.161821593 
 01/05,,,1609122.885608813 
 01/06,,,1609122.885608813 
 01/07,,,10207884.161821593 
 01/08,,,10207884.161821593 
 01/09,,,10207884.161821593 
 01/10,,,10207884.161821593 
 01/11,,,10207884.161821593 
 01/12,,,1609122.885608813 
 01/13,,,1609122.885608813 
 01/14,,,10207884.161821593 
 01/15,,,10207884.161821593 
 01/16,,,10207884.161821593 
 01/17,,,10207884.161821593 
 01/18,,,10207884.161821593 
 01/19,,,1609122.885608813 
 01/20,,,1609122.885608813 
 01/21,,,10207884.161821593 
 01/22,,,10207884.161821593 
 01/23,,,10207884.161821593 
 01/24,,,10207884.161821593 
 01/25,,,10207884.161821593 
 01/26,,,1609122.885608813 
 01/27,,,1609122.885608813 
 01/28,,,10207884.161821593 
 01/29,,,10207884.161821593 
 01/30,,,10207884.161821593 
 01/31,2036710747.4590704,0.0,10207884.161821593 
 02/01,,,10207884.161821593 
 02/02,,,1609122.885608813 
 02/03,,,1609122.885608813 
 02/04,,,10207884.161821593 
 02/05,,,10207884.161821593 
 02/06,,,10207884.161821593 
 02/07,,,10207884.161821593 
 02/08,,,10207884.161821593 
 02/09,,,1609122.885608813 
 02/10,,,1609122.885608813 
 02/11,,,10207884.161821593 
 02/12,,,10207884.161821593 
 02/13,,,10207884.161821593 
 02/14,,,10207884.161821593 
 02/15,,,10207884.161821593 
 02/16,,,1609122.885608813 
 02/17,,,1609122.885608813 
 02/18,,,10207884.161821593 
 02/19,,,10207884.161821593 
 02/20,,,10207884.161821593 
 02/21,,,10207884.161821593 
 02/22,,,10207884.161821593 
 02/23,,,1609122.885608813 
 02/24,,,1609122.885608813 
 02/25,,,10207884.161821593 
 02/26,,,10207884.161821593 
 02/27,,,10207884.161821593 
 02/28,1395074598.918505,0.0,10207884.161821593 
 03/01,,,10207884.161821593 
 03/02,,,1609122.885608813 
 03/03,,,1609122.885608813 
 03/04,,,10207884.161821593 
 03/05,,,10207884.161821593 
 03/06,,,10207884.161821593 
 03/07,,,10207884.161821593 
 03/08,,,10207884.161821593 
 03/09,,,1609122.885608813 
 03/10,,,1609122.885608813 
 03/11,,,10207884.161821593 
 03/12,,,10207884.161821593 
 03/13,,,10207884.161821593 
 03/14,,,10207884.161821593 
 03/15,,,10207884.161821593 
 03/16,,,1609122.885608813 
 03/17,,,1609122.885608813 
 03/18,,,10207884.161821593 
 03/19,,,10207884.161821593 
 03/20,,,10207884.161821593 
 03/21,,,10207884.161821593 
 03/22,,,10207884.161821593 
 03/23,,,1609122.885608813 
 03/24,,,1609122.885608813 
 03/25,,,10207884.161821593 
 03/26,,,10207884.161821593 
 03/27,,,10207884.161821593 
 03/28,,,10207884.161821593 
 03/29,,,10207884.161821593 
 03/30,,,1609122.885608813 
 03/31,1107425719.2059217,0.0,1609122.885608813 
 04/01,,,10207884.161821593 
 04/02,,,10207884.161821593 
 04/03,,,10207884.161821593 
 04/04,,,10207884.161821593 
 04/05,,,10207884.161821593 
 04/06,,,1609122.885608813 
 04/07,,,1609122.885608813 
 04/08,,,10207884.161821593 
 04/09,,,10207884.161821593 
 04/10,,,10207884.161821593 
 04/11,,,10207884.161821593 
 04/12,,,10207884.161821593 
 04/13,,,1609122.885608813 
 04/14,,,1609122.885608813 
 04/15,,,10207884.161821593 
 04/16,,,10207884.161821593 
 04/17,,,10207884.161821593 
 04/18,,,10207884.161821593 
 04/19,,,10207884.161821593 
 04/20,,,1609122.885608813 
 04/21,,,1609122.885608813 
 04/22,,,10207884.161821593 
 04/23,,,10207884.161821593 
 04/24,,,10207884.161821593 
 04/25,,,10207884.161821593 
 04/26,,,10207884.161821593 
 04/27,,,1609122.885608813 
 04/28,,,1609122.885608813 
 04/29,,,10207884.161821593 
 04/30,509974010.1105971,0.0,10207884.161821593 
 05/01,,,10207884.161821593 
 05/02,,,10207884.161821593 
 05/03,,,10207884.161821593 
 05/04,,,1609122.885608813 
 05/05,,,1609122.885608813 
 05/06,,,10207884.161821593 
 05/07,,,10207884.161821593 
 05/08,,,10207884.161821593 
 05/09,,,10207884.161821593 
 05/10,,,10207884.161821593 
 05/11,,,1609122.885608813 
 05/12,,,1609122.885608813 
 05/13,,,10207884.161821593 
 05/14,,,10207884.161821593 
 05/15,,,10207884.161821593 
 05/16,,,10207884.161821593 
 05/17,,,10207884.161821593 
 05/18,,,1609122.885608813 
 05/19,,,1609122.885608813 
 05/20,,,10207884.161821593 
 05/21,,,10207884.161821593 
 05/22,,,10207884.161821593 
 05/23,,,10207884.161821593 
 05/24,,,10207884.161821593 
 05/25,,,1609122.885608813 
 05/26,,,1609122.885608813 
 05/27,,,10207884.161821593 
 05/28,,,10207884.161821593 
 05/29,,,10207884.161821593 
 05/30,,,10207884.161821593 
 05/31,27757678.579288,100943078.05553146,10207884.161821593 
 06/01,,,1609122.885608813 
 06/02,,,1609122.885608813 
 06/03,,,10207884.161821593 
 06/04,,,10207884.161821593 
 06/05,,,10207884.161821593 
 06/06,,,10207884.161821593 
 06/07,,,10207884.161821593 
 06/08,,,1609122.885608813 
 06/09,,,1609122.885608813 
 06/10,,,10207884.161821593 
 06/11,,,10207884.161821593 
 06/12,,,10207884.161821593 
 06/13,,,10207884.161821593 
 06/14,,,10207884.161821593 
 06/15,,,1609122.885608813 
 06/16,,,1609122.885608813 
 06/17,,,10207884.161821593 
