Date/Time,Heating:EnergyTransfer [J](Monthly),Cooling:EnergyTransfer [J](Monthly),Electricity:Facility [J](Daily) 
 01/01,,,9157669.882776916 
 01/02,,,9157669.882776916 
 01/03,,,9157669.882776916 
 01/04,,,9157669.882776916 
 01/05,,,1614113.406290522 
 01/06,,,1614113.406290522 
 01/07,,,9157669.882776916 
 01/08,,,9157669.882776916 
 01/09,,,9157669.882776916 
 01/10,,,9157669.882776916 
 01/11,,,9157669.882776916 
 01/12,,,1614113.406290522 
 01/13,,,1614113.406290522 
 01/14,,,9157669.882776916 
 01/15,,,9157669.882776916 
 01/16,,,9157669.882776916 
 01/17,,,9157669.882776916 
 01/18,,,9157669.882776916 
 01/19,,,1614113.406290522 
 01/20,,,1614113.406290522 
 01/21,,,9157669.882776916 
 01/22,,,9157669.882776916 
 01/23,,,9157669.882776916 
 01/24,,,9157669.882776916 
 01/25,,,9157669.882776916 
 01/26,,,1614113.406290522 
 01/27,,,1614113.406290522 
 01/28,,,9157669.882776916 
 01/29,,,9157669.882776916 
 01/30,,,9157669.882776916 
 01/31,2091047716.9658194,8703103.823778829,9157669.882776916 
 02/01,,,9157669.882776916 
 02/02,,,1614113.406290522 
 02/03,,,1614113.406290522 
 02/04,,,9157669.882776916 
 02/05,,,9157669.882776916 
 02/06,,,9157669.882776916 
 02/07,,,9157669.882776916 
 02/08,,,9157669.882776916 
 02/09,,,1614113.406290522 
 02/10,,,1614113.406290522 
 02/11,,,9157669.882776916 
 02/12,,,9157669.882776916 
 02/13,,,9157669.882776916 
 02/14,,,9157669.882776916 
 02/15,,,9157669.882776916 
 02/16,,,1614113.406290522 
 02/17,,,1614113.406290522 
 02/18,,,9157669.882776916 
 02/19,,,9157669.882776916 
 02/20,,,9157669.882776916 
 02/21,,,9157669.882776916 
 02/22,,,9157669.882776916 
 02/23,,,1614113.406290522 
 02/24,,,1614113.406290522 
 02/25,,,9157669.882776916 
 02/26,,,9157669.882776916 
 02/27,,,9157669.882776916 
 02/28,1403716902.1923494,14792862.68045427,9157669.882776916 
 03/01,,,9157669.882776916 
 03/02,,,1614113.406290522 
 03/03,,,1614113.406290522 
 03/04,,,9157669.882776916 
 03/05,,,9157669.882776916 
 03/06,,,9157669.882776916 
 03/07,,,9157669.882776916 
 03/08,,,9157669.882776916 
 03/09,,,1614113.406290522 
 03/10,,,1614113.406290522 
 03/11,,,9157669.882776916 
 03/12,,,9157669.882776916 
 03/13,,,9157669.882776916 
 03/14,,,9157669.882776916 
 03/15,,,9157669.882776916 
 03/16,,,1614113.406290522 
 03/17,,,1614113.406290522 
 03/18,,,9157669.882776916 
 03/19,,,9157669.882776916 
 03/20,,,9157669.882776916 
 03/21,,,9157669.882776916 
 03/22,,,9157669.882776916 
 03/23,,,1614113.406290522 
 03/24,,,1614113.406290522 
 03/25,,,9157669.882776916 
 03/26,,,9157669.882776916 
 03/27,,,9157669.882776916 
 03/28,,,9157669.882776916 
 03/29,,,9157669.882776916 
 03/30,,,1614113.406290522 
 03/31,1241729000.27228,11775248.686992688,1614113.406290522 
 04/01,,,9157669.882776916 
 04/02,,,9157669.882776916 
 04/03,,,9157669.882776916 
 04/04,,,9157669.882776916 
 04/05,,,9157669.882776916 
 04/06,,,1614113.406290522 
 04/07,,,1614113.406290522 
 04/08,,,9157669.882776916 
 04/09,,,9157669.882776916 
 04/10,,,9157669.882776916 
 04/11,,,9157669.882776916 
 04/12,,,9157669.882776916 
 04/13,,,1614113.406290522 
 04/14,,,1614113.406290522 
 04/15,,,9157669.882776916 
 04/16,,,9157669.882776916 
 04/17,,,9157669.882776916 
 04/18,,,9157669.882776916 
 04/19,,,9157669.882776916 
 04/20,,,1614113.406290522 
 04/21,,,1614113.406290522 
 04/22,,,9157669.882776916 
 04/23,,,9157669.882776916 
 04/24,,,9157669.882776916 
 04/25,,,9157669.882776916 
 04/26,,,9157669.882776916 
 04/27,,,1614113.406290522 
 04/28,,,1614113.406290522 
 04/29,,,9157669.882776916 
 04/30,528126011.22683036,83670217.25637318,9157669.882776916 
 05/01,,,9157669.882776916 
 05/02,,,9157669.882776916 
 05/03,,,9157669.882776916 
 05/04,,,1614113.406290522 
 05/05,,,1614113.406290522 
 05/06,,,9157669.882776916 
 05/07,,,9157669.882776916 
 05/08,,,9157669.882776916 
 05/09,,,9157669.882776916 
 05/10,,,9157669.882776916 
 05/11,,,1614113.406290522 
 05/12,,,1614113.406290522 
 05/13,,,9157669.882776916 
 05/14,,,9157669.882776916 
 05/15,,,9157669.882776916 
 05/16,,,9157669.882776916 
 05/17,,,9157669.882776916 
 05/18,,,1614113.406290522 
 05/19,,,1614113.406290522 
 05/20,,,9157669.882776916 
 05/21,,,9157669.882776916 
 05/22,,,9157669.882776916 
 05/23,,,9157669.882776916 
 05/24,,,9157669.882776916 
 05/25,,,1614113.406290522 
 05/26,,,1614113.406290522 
 05/27,,,9157669.882776916 
 05/28,,,9157669.882776916 
 05/29,,,9157669.882776916 
 05/30,,,9157669.882776916 
 05/31,44151551.94351332,377216423.47376925,9157669.882776916 
 06/01,,,1614113.406290522 
 06/02,,,1614113.406290522 
 06/03,,,9157669.882776916 
 06/04,,,9157669.882776916 
 06/05,,,9157669.882776916 
 06/06,,,9157669.882776916 
 06/07,,,9157669.882776916 
 06/08,,,1614113.406290522 
 06/09,,,1614113.406290522 
 06/10,,,9157669.882776916 
 06/11,,,9157669.882776916 
 06/12,,,9157669.882776916 
 06/13,,,9157669.882776916 
 06/14,,,9157669.882776916 
 06/15,,,1614113.406290522 
 06/16,,,1614113.406290522 
 06/17,,,9157669.882776916 
 06/18,,,9157669.882776916 
 06/19,,,9157669.882776916 
 06/20,,,9157669.882776916 
 06/21,,,9157669.882776916 
 06/22,,,1614113.406290522 
 06/23,,,1614113.406290522 
 06/24,,,9157669.882776916 
 06/25,,,9157669.882776916 
 06/26,,,9157669.882776916 
 06/27,,,9157669.882776916 
 06/28,,,9157669.882776916 
 06/29,,,1614113.406290522 
 06/30,2243837.7380665564,626424710.7538251,1614113.406290522 
 07/01,,,9157669.882776916 
 07/02,,,9157669.882776916 
 07/03,,,9157669.882776916 
 07/04,,,9157669.882776916 
 07/05,,,9157669.882776916 
 07/06,,,1614113.406290522 
 07/07,,,1614113.406290522 
 07/08,,,9157669.882776916 
 07/09,,,9157669.882776916 
 07/10,,,9157669.882776916 
 07/11,,,9157669.882776916 
 07/12,,,9157669.882776916 
 07/13,,,1614113.406290522 
 07/14,,,1614113.406290522 
 07/15,,,9157669.882776916 
 07/16,,,9157669.882776916 
 07/17,,,9157669.882776916 
 07/18,,,9157669.882776916 
 07/19,,,9157669.882776916 
 07/20,,,1614113.406290522 
 07/21,,,1614113.406290522 
 07/22,,,9157669.882776916 
 07/23,,,9157669.882776916 
 07/24,,,9157669.882776916 
 07/25,,,9157669.882776916 
 07/26,,,9157669.882776916 
 07/27,,,1614113.406290522 
 07/28,,,1614113.406290522 
 07/29,,,9157669.882776916 
 07/30,,,9157669.882776916 
 07/31,0.0,852901619.3321502,9157669.882776916 
 08/01,,,9157669.882776916 
 08/02,,,9157669.882776916 
 08/03,,,1614113.406290522 
 08/04,,,1614113.406290522 
 08/05,,,9157669.882776916 
 08/06,,,9157669.882776916 
 08/07,,,9157669.882776916 
 08/08,,,9157669.882776916 
 08/09,,,9157669.882776916 
 08/10,,,1614113.406290522 
 08/11,,,1614113.406290522 
 08/12,,,9157669.882776916 
 08/13,,,9157669.882776916 
 08/14,,,9157669.882776916 
 08/15,,,9157669.882776916 
 08/16,,,9157669.882776916 
 08/17,,,1614113.406290522 
 08/18,,,1614113.406290522 
 08/19,,,9157669.882776916 
 08/20,,,9157669.882776916 
 08/21,,,9157669.882776916 
 08/22,,,9157669.882776916 
 08/23,,,9157669.882776916 
 08/24,,,1614113.406290522 
 08/25,,,1614113.406290522 
 08/26,,,9157669.882776916 
 08/27,,,9157669.882776916 
 08/28,,,9157669.882776916 
 08/29,,,9157669.882776916 
 08/30,,,9157669.882776916 
 08/31,0.0,726105797.2709987,1614113.406290522 
 09/01,,,1614113.406290522 
 09/02,,,9157669.882776916 
 09/03,,,9157669.882776916 
 09/04,,,9157669.882776916 
 09/05,,,9157669.882776916 
 09/06,,,9157669.882776916 
 09/07,,,1614113.406290522 
 09/08,,,1614113.406290522 
 09/09,,,9157669.882776916 
 09/10,,,9157669.882776916 
 09/11,,,9157669.882776916 
 09/12,,,9157669.882776916 
 09/13,,,9157669.882776916 
 09/14,,,1614113.406290522 
 09/15,,,1614113.406290522 
 09/16,,,9157669.882776916 
 09/17,,,9157669.882776916 
 09/18,,,9157669.882776916 
 09/19,,,9157669.882776916 
 09/20,,,9157669.882776916 
 09/21,,,1614113.406290522 
 09/22,,,1614113.406290522 
 09/23,,,9157669.882776916 
 09/24,,,9157669.882776916 
 09/25,,,9157669.882776916 
 09/26,,,9157669.882776916 
 09/27,,,9157669.882776916 
 09/28,,,1614113.406290522 
 09/29,,,1614113.406290522 
 09/30,64906058.80633664,322880266.33424586,9157669.882776916 
 10/01,,,9157669.882776916 
 10/02,,,9157669.882776916 
 10/03,,,9157669.882776916 
 10/04,,,9157669.882776916 
 10/05,,,1614113.406290522 
 10/06,,,1614113.406290522 
 10/07,,,9157669.882776916 
 10/08,,,9157669.882776916 
 10/09,,,9157669.882776916 
 10/10,,,9157669.882776916 
 10/11,,,9157669.882776916 
 10/12,,,1614113.406290522 
 10/13,,,1614113.406290522 
 10/14,,,9157669.882776916 
 10/15,,,9157669.882776916 
 10/16,,,9157669.882776916 
 10/17,,,9157669.882776916 
