Date/Time,Heating:EnergyTransfer [J](Monthly),Cooling:EnergyTransfer [J](Monthly),Electricity:Facility [J](Daily) 
 01/01,,,9484702.487127077 
 01/02,,,9484702.487127077 
 01/03,,,9484702.487127077 
 01/04,,,9484702.487127077 
 01/05,,,1324193.2749872443 
 01/06,,,1324193.2749872443 
 01/07,,,9484702.487127077 
 01/08,,,9484702.487127077 
 01/09,,,9484702.487127077 
 01/10,,,9484702.487127077 
 01/11,,,9484702.487127077 
 01/12,,,1324193.2749872443 
 01/13,,,1324193.2749872443 
 01/14,,,9484702.487127077 
 01/15,,,9484702.487127077 
 01/16,,,9484702.487127077 
 01/17,,,9484702.487127077 
 01/18,,,9484702.487127077 
 01/19,,,1324193.2749872443 
 01/20,,,1324193.2749872443 
 01/21,,,9484702.487127077 
 01/22,,,9484702.487127077 
 01/23,,,9484702.487127077 
 01/24,,,9484702.487127077 
 01/25,,,9484702.487127077 
 01/26,,,1324193.2749872443 
 01/27,,,1324193.2749872443 
 01/28,,,9484702.487127077 
 01/29,,,9484702.487127077 
 01/30,,,9484702.487127077 
 01/31,1904584358.4739926,0.0,9484702.487127077 
 02/01,,,9484702.487127077 
 02/02,,,1324193.2749872443 
 02/03,,,1324193.2749872443 
 02/04,,,9484702.487127077 
 02/05,,,9484702.487127077 
 02/06,,,9484702.487127077 
 02/07,,,9484702.487127077 
 02/08,,,9484702.487127077 
 02/09,,,1324193.2749872443 
 02/10,,,1324193.2749872443 
 02/11,,,9484702.487127077 
 02/12,,,9484702.487127077 
 02/13,,,9484702.487127077 
 02/14,,,9484702.487127077 
 02/15,,,9484702.487127077 
 02/16,,,1324193.2749872443 
 02/17,,,1324193.2749872443 
 02/18,,,9484702.487127077 
 02/19,,,9484702.487127077 
 02/20,,,9484702.487127077 
 02/21,,,9484702.487127077 
 02/22,,,9484702.487127077 
 02/23,,,1324193.2749872443 
 02/24,,,1324193.2749872443 
 02/25,,,9484702.487127077 
 02/26,,,9484702.487127077 
 02/27,,,9484702.487127077 
 02/28,1293928515.5371692,0.0,9484702.487127077 
 03/01,,,9484702.487127077 
 03/02,,,1324193.2749872443 
 03/03,,,1324193.2749872443 
 03/04,,,9484702.487127077 
 03/05,,,9484702.487127077 
 03/06,,,9484702.487127077 
 03/07,,,9484702.487127077 
 03/08,,,9484702.487127077 
 03/09,,,1324193.2749872443 
 03/10,,,1324193.2749872443 
 03/11,,,9484702.487127077 
 03/12,,,9484702.487127077 
 03/13,,,9484702.487127077 
 03/14,,,9484702.487127077 
 03/15,,,9484702.487127077 
 03/16,,,1324193.2749872443 
 03/17,,,1324193.2749872443 
 03/18,,,9484702.487127077 
 03/19,,,9484702.487127077 
 03/20,,,9484702.487127077 
 03/21,,,9484702.487127077 
 03/22,,,9484702.487127077 
 03/23,,,1324193.2749872443 
 03/24,,,1324193.2749872443 
 03/25,,,9484702.487127077 
 03/26,,,9484702.487127077 
 03/27,,,9484702.487127077 
 03/28,,,9484702.487127077 
 03/29,,,9484702.487127077 
 03/30,,,1324193.2749872443 
 03/31,1016469286.506106,0.0,1324193.2749872443 
 04/01,,,9484702.487127077 
 04/02,,,9484702.487127077 
 04/03,,,9484702.487127077 
 04/04,,,9484702.487127077 
 04/05,,,9484702.487127077 
 04/06,,,1324193.2749872443 
 04/07,,,1324193.2749872443 
 04/08,,,9484702.487127077 
 04/09,,,9484702.487127077 
 04/10,,,9484702.487127077 
 04/11,,,9484702.487127077 
