Date/Time,Heating:EnergyTransfer [J](Monthly),Cooling:EnergyTransfer [J](Monthly),Electricity:Facility [J](Daily) 
 01/01,,,7261881.657327004 
 01/02,,,7261881.657327004 
 01/03,,,7261881.657327004 
 01/04,,,7261881.657327004 
 01/05,,,1514604.6979156474 
 01/06,,,1514604.6979156474 
 01/07,,,7261881.657327004 
 01/08,,,7261881.657327004 
 01/09,,,7261881.657327004 
 01/10,,,7261881.657327004 
 01/11,,,7261881.657327004 
 01/12,,,1514604.6979156474 
 01/13,,,1514604.6979156474 
 01/14,,,7261881.657327004 
 01/15,,,7261881.657327004 
 01/16,,,7261881.657327004 
 01/17,,,7261881.657327004 
 01/18,,,7261881.657327004 
 01/19,,,1514604.6979156474 
 01/20,,,1514604.6979156474 
 01/21,,,7261881.657327004 
 01/22,,,7261881.657327004 
 01/23,,,7261881.657327004 
 01/24,,,7261881.657327004 
 01/25,,,7261881.657327004 
 01/26,,,1514604.6979156474 
 01/27,,,1514604.6979156474 
 01/28,,,7261881.657327004 
 01/29,,,7261881.657327004 
 01/30,,,7261881.657327004 
 01/31,2091555153.4410334,4354635.742271367,7261881.657327004 
 02/01,,,7261881.657327004 
 02/02,,,1514604.6979156474 
 02/03,,,1514604.6979156474 
 02/04,,,7261881.657327004 
 02/05,,,7261881.657327004 
 02/06,,,7261881.657327004 
 02/07,,,7261881.657327004 
 02/08,,,7261881.657327004 
 02/09,,,1514604.6979156474 
 02/10,,,1514604.6979156474 
 02/11,,,7261881.657327004 
 02/12,,,7261881.657327004 
 02/13,,,7261881.657327004 
 02/14,,,7261881.657327004 
 02/15,,,7261881.657327004 
 02/16,,,1514604.6979156474 
 02/17,,,1514604.6979156474 
 02/18,,,7261881.657327004 
 02/19,,,7261881.657327004 
 02/20,,,7261881.657327004 
 02/21,,,7261881.657327004 
 02/22,,,7261881.657327004 
 02/23,,,1514604.6979156474 
 02/24,,,1514604.6979156474 
 02/25,,,7261881.657327004 
 02/26,,,7261881.657327004 
 02/27,,,7261881.657327004 
 02/28,1396792164.8217447,15171742.504310934,7261881.657327004 
 03/01,,,7261881.657327004 
 03/02,,,1514604.6979156474 
 03/03,,,1514604.6979156474 
 03/04,,,7261881.657327004 
 03/05,,,7261881.657327004 
 03/06,,,7261881.657327004 
 03/07,,,7261881.657327004 
 03/08,,,7261881.657327004 
 03/09,,,1514604.6979156474 
 03/10,,,1514604.6979156474 
 03/11,,,7261881.657327004 
 03/12,,,7261881.657327004 
 03/13,,,7261881.657327004 
 03/14,,,7261881.657327004 
 03/15,,,7261881.657327004 
 03/16,,,1514604.6979156474 
 03/17,,,1514604.6979156474 
 03/18,,,7261881.657327004 
 03/19,,,7261881.657327004 
 03/20,,,7261881.657327004 
