Date/Time,Heating:EnergyTransfer [J](Monthly),Cooling:EnergyTransfer [J](Monthly),Electricity:Facility [J](Daily) 
 01/01,,,9105304.794636209 
 01/02,,,9105304.794636209 
 01/03,,,9105304.794636209 
 01/04,,,9105304.794636209 
 01/05,,,1414833.2945320872 
 01/06,,,1414833.2945320872 
 01/07,,,9105304.794636209 
 01/08,,,9105304.794636209 
 01/09,,,9105304.794636209 
 01/10,,,9105304.794636209 
 01/11,,,9105304.794636209 
 01/12,,,1414833.2945320872 
 01/13,,,1414833.2945320872 
 01/14,,,9105304.794636209 
 01/15,,,9105304.794636209 
 01/16,,,9105304.794636209 
 01/17,,,9105304.794636209 
 01/18,,,9105304.794636209 
 01/19,,,1414833.2945320872 
 01/20,,,1414833.2945320872 
 01/21,,,9105304.794636209 
 01/22,,,9105304.794636209 
 01/23,,,9105304.794636209 
 01/24,,,9105304.794636209 
 01/25,,,9105304.794636209 
 01/26,,,1414833.2945320872 
 01/27,,,1414833.2945320872 
 01/28,,,9105304.794636209 
 01/29,,,9105304.794636209 
 01/30,,,9105304.794636209 
 01/31,1957977301.6451867,0.0,9105304.794636209 
 02/01,,,9105304.794636209 
 02/02,,,1414833.2945320872 
 02/03,,,1414833.2945320872 
 02/04,,,9105304.794636209 
 02/05,,,9105304.794636209 
 02/06,,,9105304.794636209 
 02/07,,,9105304.794636209 
 02/08,,,9105304.794636209 
 02/09,,,1414833.2945320872 
 02/10,,,1414833.2945320872 
 02/11,,,9105304.794636209 
 02/12,,,9105304.794636209 
 02/13,,,9105304.794636209 
 02/14,,,9105304.794636209 
 02/15,,,9105304.794636209 
 02/16,,,1414833.2945320872 
 02/17,,,1414833.2945320872 
 02/18,,,9105304.794636209 
 02/19,,,9105304.794636209 
 02/20,,,9105304.794636209 
 02/21,,,9105304.794636209 
 02/22,,,9105304.794636209 
 02/23,,,1414833.2945320872 
 02/24,,,1414833.2945320872 
 02/25,,,9105304.794636209 
 02/26,,,9105304.794636209 
 02/27,,,9105304.794636209 
 02/28,1328213261.315554,0.0,9105304.794636209 
 03/01,,,9105304.794636209 
 03/02,,,1414833.2945320872 
 03/03,,,1414833.2945320872 
 03/04,,,9105304.794636209 
 03/05,,,9105304.794636209 
 03/06,,,9105304.794636209 
 03/07,,,9105304.794636209 
 03/08,,,9105304.794636209 
 03/09,,,1414833.2945320872 
 03/10,,,1414833.2945320872 
 03/11,,,9105304.794636209 
 03/12,,,9105304.794636209 
 03/13,,,9105304.794636209 
 03/14,,,9105304.794636209 
 03/15,,,9105304.794636209 
 03/16,,,1414833.2945320872 
 03/17,,,1414833.2945320872 
 03/18,,,9105304.794636209 
 03/19,,,9105304.794636209 
 03/20,,,9105304.794636209 
 03/21,,,9105304.794636209 
 03/22,,,9105304.794636209 
 03/23,,,1414833.2945320872 
 03/24,,,1414833.2945320872 
 03/25,,,9105304.794636209 
 03/26,,,9105304.794636209 
 03/27,,,9105304.794636209 
 03/28,,,9105304.794636209 
 03/29,,,9105304.794636209 
 03/30,,,1414833.2945320872 
 03/31,1037626604.586921,0.0,1414833.2945320872 
 04/01,,,9105304.794636209 
 04/02,,,9105304.794636209 
 04/03,,,9105304.794636209 
 04/04,,,9105304.794636209 
 04/05,,,9105304.794636209 
 04/06,,,1414833.2945320872 
 04/07,,,1414833.2945320872 
 04/08,,,9105304.794636209 
 04/09,,,9105304.794636209 
 04/10,,,9105304.794636209 
 04/11,,,9105304.794636209 
 04/12,,,9105304.794636209 
 04/13,,,1414833.2945320872 
 04/14,,,1414833.2945320872 
 04/15,,,9105304.794636209 
 04/16,,,9105304.794636209 
 04/17,,,9105304.794636209 
 04/18,,,9105304.794636209 
 04/19,,,9105304.794636209 
 04/20,,,1414833.2945320872 
 04/21,,,1414833.2945320872 
 04/22,,,9105304.794636209 
 04/23,,,9105304.794636209 
 04/24,,,9105304.794636209 
 04/25,,,9105304.794636209 
 04/26,,,9105304.794636209 
 04/27,,,1414833.2945320872 
 04/28,,,1414833.2945320872 
 04/29,,,9105304.794636209 
 04/30,468853778.05478406,0.0,9105304.794636209 
 05/01,,,9105304.794636209 
 05/02,,,9105304.794636209 
 05/03,,,9105304.794636209 
 05/04,,,1414833.2945320872 
 05/05,,,1414833.2945320872 
 05/06,,,9105304.794636209 
 05/07,,,9105304.794636209 
 05/08,,,9105304.794636209 
 05/09,,,9105304.794636209 
 05/10,,,9105304.794636209 
 05/11,,,1414833.2945320872 
 05/12,,,1414833.2945320872 
 05/13,,,9105304.794636209 
 05/14,,,9105304.794636209 
 05/15,,,9105304.794636209 
 05/16,,,9105304.794636209 
 05/17,,,9105304.794636209 
 05/18,,,1414833.2945320872 
 05/19,,,1414833.2945320872 
 05/20,,,9105304.794636209 
 05/21,,,9105304.794636209 
 05/22,,,9105304.794636209 
 05/23,,,9105304.794636209 
 05/24,,,9105304.794636209 
 05/25,,,1414833.2945320872 
 05/26,,,1414833.2945320872 
 05/27,,,9105304.794636209 
 05/28,,,9105304.794636209 
 05/29,,,9105304.794636209 
 05/30,,,9105304.794636209 
 05/31,31459417.179496877,112319786.01241723,9105304.794636209 
 06/01,,,1414833.2945320872 
 06/02,,,1414833.2945320872 
 06/03,,,9105304.794636209 
 06/04,,,9105304.794636209 
 06/05,,,9105304.794636209 
 06/06,,,9105304.794636209 
 06/07,,,9105304.794636209 
 06/08,,,1414833.2945320872 
 06/09,,,1414833.2945320872 
 06/10,,,9105304.794636209 
 06/11,,,9105304.794636209 
 06/12,,,9105304.794636209 
 06/13,,,9105304.794636209 
 06/14,,,9105304.794636209 
 06/15,,,1414833.2945320872 
 06/16,,,1414833.2945320872 
 06/17,,,9105304.794636209 
 06/18,,,9105304.794636209 
