Date/Time,Heating:EnergyTransfer [J](Monthly),Cooling:EnergyTransfer [J](Monthly),Electricity:Facility [J](Daily) 
 01/01,,,3578834.924876425 
 01/02,,,3578834.924876425 
 01/03,,,3578834.924876425 
 01/04,,,3578834.924876425 
 01/05,,,4806927.325440593 
 01/06,,,4806927.325440593 
 01/07,,,3578834.924876425 
 01/08,,,3578834.924876425 
 01/09,,,3578834.924876425 
 01/10,,,3578834.924876425 
 01/11,,,3578834.924876425 
 01/12,,,4806927.325440593 
 01/13,,,4806927.325440593 
 01/14,,,3578834.924876425 
 01/15,,,3578834.924876425 
 01/16,,,3578834.924876425 
 01/17,,,3578834.924876425 
 01/18,,,3578834.924876425 
 01/19,,,4806927.325440593 
 01/20,,,4806927.325440593 
 01/21,,,3578834.924876425 
 01/22,,,3578834.924876425 
 01/23,,,3578834.924876425 
 01/24,,,3578834.924876425 
 01/25,,,3578834.924876425 
 01/26,,,4806927.325440593 
 01/27,,,4806927.325440593 
 01/28,,,3578834.924876425 
 01/29,,,3578834.924876425 
 01/30,,,3578834.924876425 
 01/31,4054298951.5866838,43687371.15455666,3578834.924876425 
 02/01,,,3578834.924876425 
 02/02,,,4806927.325440593 
 02/03,,,4806927.325440593 
 02/04,,,3578834.924876425 
 02/05,,,3578834.924876425 
 02/06,,,3578834.924876425 
 02/07,,,3578834.924876425 
 02/08,,,3578834.924876425 
 02/09,,,4806927.325440593 
 02/10,,,4806927.325440593 
 02/11,,,3578834.924876425 
 02/12,,,3578834.924876425 
 02/13,,,3578834.924876425 
 02/14,,,3578834.924876425 
 02/15,,,3578834.924876425 
 02/16,,,4806927.325440593 
 02/17,,,4806927.325440593 
 02/18,,,3578834.924876425 
 02/19,,,3578834.924876425 
 02/20,,,3578834.924876425 
 02/21,,,3578834.924876425 
 02/22,,,3578834.924876425 
 02/23,,,4806927.325440593 
 02/24,,,4806927.325440593 
 02/25,,,3578834.924876425 
 02/26,,,3578834.924876425 
 02/27,,,3578834.924876425 
 02/28,3052104262.9481654,62181083.44582736,3578834.924876425 
 03/01,,,3578834.924876425 
 03/02,,,4806927.325440593 
 03/03,,,4806927.325440593 
 03/04,,,3578834.924876425 
 03/05,,,3578834.924876425 
 03/06,,,3578834.924876425 
 03/07,,,3578834.924876425 
 03/08,,,3578834.924876425 
 03/09,,,4806927.325440593 
 03/10,,,4806927.325440593 
 03/11,,,3578834.924876425 
 03/12,,,3578834.924876425 
 03/13,,,3578834.924876425 
 03/14,,,3578834.924876425 
 03/15,,,3578834.924876425 
 03/16,,,4806927.325440593 
 03/17,,,4806927.325440593 
 03/18,,,3578834.924876425 
 03/19,,,3578834.924876425 
 03/20,,,3578834.924876425 
 03/21,,,3578834.924876425 
 03/22,,,3578834.924876425 
 03/23,,,4806927.325440593 
 03/24,,,4806927.325440593 
 03/25,,,3578834.924876425 
 03/26,,,3578834.924876425 
 03/27,,,3578834.924876425 
 03/28,,,3578834.924876425 
 03/29,,,3578834.924876425 
 03/30,,,4806927.325440593 
 03/31,2620407878.562453,94177264.85608661,4806927.325440593 
 04/01,,,3578834.924876425 
 04/02,,,3578834.924876425 
 04/03,,,3578834.924876425 
 04/04,,,3578834.924876425 
 04/05,,,3578834.924876425 
 04/06,,,4806927.325440593 
 04/07,,,4806927.325440593 
 04/08,,,3578834.924876425 
 04/09,,,3578834.924876425 
 04/10,,,3578834.924876425 
 04/11,,,3578834.924876425 
 04/12,,,3578834.924876425 
